protein_id,structural_novelty
NZ_JABFHO010000001.1_2046,0.18574414
NZ_JH378960.1_1,0.19020464
DRYD01000082.1_16,0.12277292
CAIVDM010000156.1_8,0.13002273
PLDF01000145.1_1,0.2685506
CAJMJN010000003.1_57,0.1892853
JABXHY010000081.1_2,0.19624242
DITF01000279.1_5,0.09120212
KI543197.1_139,0.18885387
NBMB01000007.1_3,0.17292169
JACPQY010000085.1_37,0.17467529
MFPR01000004.1_439,0.15060797
NZ_BJKN01000001.1_63,0.11424081
JAHJSD010000011.1_3,0.11673947
JACPHL010000300.1_12,0.122328855
NZ_CAJFNR010000068.1_9,0.25298476
JACTNB010000009.1_1,0.1604767
NZ_FQVN01000006.1_103,0.15266706
JACPQY010000053.1_6,0.14077312
JAFGEX010000074.1_3,0.046646737
BMST01000003.1_12,0.22726622
JACPWU010000054.1_18,0.30561414
JAFGEX010000295.1_9,0.13001318
JAEEOX010000149.1_3,0.15771203
NZ_KB290710.1_74,0.12580928
NZ_JABASS010000002.1_169,0.12981531
PWNJ01000108.1_12,0.1803604
SBFR01000187.1_9,0.12723613
JACRPW010000062.1_15,0.21867613
NZ_KB290724.1_65,0.16613856
NZ_PJIN01000004.1_289,0.18768013
JACQOV010000049.1_24,0.12812069
JAFGTL010000415.1_9,0.1649604
LDXN01000020.1_39,0.15118693
JAHIKO010000003.1_5,0.20506911
PWNJ01000143.1_1,0.15584847
CAIVGN010000029.1_180,0.17393562
PLOF01000131.1_5,0.18719323
NZ_FQVN01000001.1_963,0.15588444
SLOM01000171.1_8,0.14797768
NZ_PTQW01000022.1_13,0.12147057
DRUE01000133.1_7,0.12533185
SHYX01000036.1_6,0.112618186
JAFUHT010000077.1_3,0.14156395
JAGOUY010000002.1_109,0.15819083
NZ_AP018227.1_1251,0.17261472
PAQS01000042.1_3,0.18794918
PUNJ01000070.1_4,0.16585787
JAHKBB010000026.1_10,0.13712694
SFNH01000217.1_3,0.16284503
JAHKBB010000120.1_5,0.1820632
NZ_AP018227.1_193,0.17451781
JACCUF010000473.1_1,0.18285337
DDWC01000173.1_6,0.14885268
PLDF01000175.1_46,0.15126161
WFRF01000163.1_1,0.16949822
WSZW01000003.1_4,0.18344614
CAJIYM010000003.1_57,0.1387504
JACPUC010000006.1_125,0.13179275
JABFRY010000366.1_3,0.15909657
BMST01000002.1_177,0.183378
JAFMIT010000095.1_1,0.15212484
NZ_FQVN01000002.1_148,0.16391951
WUAI01000017.1_14,0.10837714
WQSZ01000194.1_2,0.034642003
DJVC01000025.1_9,0.18117186
PLDF01000191.1_31,0.07384609
JAGCDY010000120.1_19,0.1614605
JAGYNK010000023.1_1,0.15023561
WSZW01000003.1_5,0.17658497
JADHUQ010000108.1_6,0.15375772
JACCUF010000283.1_2,0.17189147
JAHJDR010000031.1_6,0.22090378
AQRW01000098.1_12,0.16757175
JADIMU010000046.1_36,0.1858622
CAJUKE010000002.1_97,0.16514531
JABWCQ010000012.1_2,0.16428052
JAFAZD010000327.1_17,0.13853486
JAABRV010000011.1_7,0.15333751
CAISUK010000681.1_4,0.11861415
JACIXS010000287.1_1,0.1785178
DTLL01000107.1_25,0.113272406
SBFR01000207.1_8,0.13916776
DRYD01000045.1_22,0.13124494
NC_014926.1_695,0.1291003
JAGOEH010000119.1_6,0.1525926
URIY01000004.1_26,0.20721535
NZ_RZNA01000040.1_172,0.14821501
NZ_LBMK01000002.1_1363,0.17606607
PLDF01000197.1_15,0.11582782
WUAI01000057.1_13,0.11705927
SLOM01000064.1_7,0.121807955
QIFF01000143.1_3,0.10208075
DJVC01000069.1_9,0.21382146
NZ_CP015455.1_1345,0.16323152
QNDR01000075.1_4,0.1554515
JABFRY010000187.1_10,0.1730329
MFGS01000093.1_5,0.18536785
JAFRSI010000037.1_14,0.14232829
DLYX01000589.1_1,0.20028849
JACMRP010000210.1_1,0.19546345
JAGWYZ010000130.1_7,0.14778537
RFHX01000293.1_3,0.12820585
PLPI01000138.1_42,0.18576813
CP036261.1_2954,0.17932509
JAFGTL010000482.1_8,0.10627125
JABWCQ010000006.1_126,0.12985155
JACPSX010000235.1_4,0.13556296
NZ_AP018227.1_282,0.12917618
WQSZ01000052.1_7,0.17352189
MFAF01000039.1_8,0.1845655
PWOD01000115.1_1,0.16824827
NZ_AP018227.1_2941,0.15785953
NZ_FKIP01000837.1_7,0.16528358
JAHJDJ010000144.1_5,0.13778406
JAADIC010000265.1_5,0.1738586
OMZR01000058.1_4,0.14089295
DDWC01000075.1_19,0.19469547
NZ_AP013035.1_321,0.16180222
PAZD01000061.1_10,0.14761718
WGBT01000148.1_1,0.19014902
NZ_JABFHO010000001.1_3516,0.19345231
NZ_BNCD01000005.1_18,0.19700077
NZ_UTHA01000125.1_82,0.16180176
NZ_BAEO01000017.1_80,0.075938955
USIB01000069.1_7,0.22082385
KI543211.1_16,0.08244938
WAQR01000133.1_5,0.16270636
NZ_JABFHO010000001.1_2940,0.11110307
DGKK01000041.1_18,0.18732947
NZ_JXCG01000003.1_334,0.14780055
NZ_BAEO01000010.1_86,0.19839935
NZ_RZNA01000024.1_49,0.16090086
WLFD01000174.1_2,0.20681724
JAEELG010000093.1_3,0.16644892
SLNR01000074.1_8,0.12919006
NZ_PJIN01000010.1_26,0.16121057
SKQU01000173.1_4,0.14686747
JACMRP010000343.1_9,0.17721704
NZ_CP021081.1_1651,0.14925496
MWCZ01000418.1_4,0.16487738
JAFMIT010000137.1_1,0.1859848
MWBZ01000074.1_13,0.1579016
QZJZ01000067.1_34,0.1678985
DSCM01000007.1_13,0.15624103
DUMP01000054.1_8,0.07698307
RFFU01000094.1_64,0.18101868
NZ_LBMK01000002.1_1370,0.1505462
NZ_PJIN01000005.1_160,0.18104349
WRBD01000005.1_19,0.035499334
JAAOXU010000031.1_9,0.18094596
CAIQVJ010000025.1_10,0.13086914
MFPR01000004.1_104,0.15139097
SHMX01000002.1_588,0.13422306
NZ_JADWYU010000173.1_23,0.21830824
PAZD01000045.1_2,0.11557472
NZ_FCNU01000017.1_2,0.22228284
DLGL01000110.1_18,0.10112776
PBWH01000015.1_51,0.21927829
JAHDNF010000013.1_29,0.1571913
JAAZOE010000183.1_2,0.18896702
PMNA01000033.1_1,0.19080451
SICP01000032.1_2,0.13391091
WRMI01000062.1_1,0.23242807
CACZLA010000021.1_30,0.13896415
NZ_RXLO01000006.1_121,0.15587318
NC_021031.1_3245,0.19742277
UQCL01000027.1_6,0.16045783
WJOT01000040.1_13,0.15760908
NZ_JADWYU010000295.1_2,0.14204031
JACIXG010000001.1_42,0.15604667
NZ_BDAU01000002.1_235,0.15163176
NZ_QHKX01000002.1_740,0.15065914
URIY01000008.1_6,0.14040846
JAFANK010000084.1_6,0.15410861
JAFGUZ010000190.1_25,0.16473064
NZ_CP027570.1_1332,0.1319388
CADCWE010000199.1_11,0.111778095
QZKU01000145.1_28,0.18202415
CADCCW010000024.1_5,0.175836
VBJS01000101.1_7,0.19687025
USJX01000005.1_5,0.1413047
NZ_CP015423.1_2505,0.14047329
JAGCPB010000106.1_24,0.12333705
QMTU01000002.1_29,0.18062738
NZ_VFPQ01000001.1_4234,0.16497256
JADIMU010000031.1_1,0.12118323
CAAETL010000110.1_9,0.19087544
CP051243.1_2020,0.15460005
NZ_NCSM01000056.1_3,0.12549336
NZ_CP016279.1_5137,0.10167502
WOZJ01000050.1_59,0.23879743
DIVR01000048.1_20,0.15031955
WYBT01000004.1_48,0.111856684
PWXJ01000173.1_13,0.1283403
CP051243.1_810,0.10755398
JAHJLF010000050.1_31,0.15953061
NZ_AP018227.1_6346,0.20290768
JACOWJ010000009.1_20,0.1742386
JADJOY010000015.1_4,0.12890002
QZKU01000098.1_32,0.12923543
PKTT01000013.1_22,0.16606364
PMWA01000072.1_42,0.13167171
DIWJ01000054.1_8,0.127252
JACIXQ010000154.1_1,0.13299118
JABWCQ010000001.1_212,0.088336214
WOZJ01000018.1_28,0.14463443
NZ_NCSM01000057.1_224,0.14867328
DLYX01000238.1_3,0.17389867
MWCZ01000269.1_1,0.20314476
NZ_BAEO01000055.1_262,0.1664395
NZ_JAFCMM010000003.1_320,0.14137185
SOJN01000144.1_2,0.12739277
CAJUKE010000057.1_2,0.13424675
JAFGEV010000272.1_10,0.040993772
JAFCFP010000001.1_55,0.10710182
VBJS01000117.1_10,0.11684577
NZ_CP021081.1_1392,0.17832574
JAAZOE010000197.1_1,0.14367783
JAAYNI010000071.1_33,0.06898657
CACZLA010000060.1_5,0.12895665
JADHWK010000016.1_35,0.12004964
CAJUIP010000004.1_64,0.18356809
CAIOLV010000060.1_3,0.14920017
QLUP01000095.1_3,0.2110676
NZ_BMLQ01000001.1_373,0.12364055
NZ_FKIP01000146.1_8,0.14178239
JADGDI010000187.1_1,0.18899792
KI543216.1_178,0.16282243
LUZY01000006.1_79,0.13581954
QLTX01000144.1_3,0.16551949
JAFGND010000037.1_14,0.16700764
SLGQ01000167.1_17,0.16256201
WLFD01000135.1_9,0.118154824
JAGWXF010000003.1_111,0.23787165
WVXK01000092.1_1,0.24176021
JAFKJK010000013.1_165,0.19423905
NYYY01000060.1_8,0.21630713
NVVD01000005.1_115,0.046309102
DIWJ01000004.1_15,0.12207065
JAFUYQ010000015.1_65,0.034639694
NC_021031.1_1254,0.17610946
NZ_JACJQY010000064.1_1,0.16297852
PLPI01000046.1_14,0.13836591
JAFYIZ010000047.1_65,0.13918176
JADJOY010000013.1_5,0.15004504
JAADIC010000027.1_1,0.13541237
QLTX01000241.1_1,0.15335813
KI543214.1_43,0.19087687
CAJQMW010000547.1_3,0.17762266
JABFRY010000465.1_4,0.17620943
JAGXKI010000014.1_16,0.1307117
NZ_AYYI01000105.1_6,0.15833195
PLDF01000500.1_15,0.15662684
SBFR01000042.1_3,0.1189213
JAGOEH010000030.1_15,0.18400648
SKQU01000058.1_2,0.06974324
JABDLO010000013.1_3,0.1660939
NYZA01000258.1_14,0.13908674
CAIVGN010000117.1_24,0.15219274
JACRPW010000020.1_26,0.14120309
DSUT01000150.1_1,0.19607975
NZ_BDAU01000028.1_195,0.1526072
DLGL01000078.1_60,0.12963824
JABDLO010000225.1_6,0.12355311
JABIXH010000275.1_4,0.1500993
JAGXKI010000009.1_14,0.12413349
NZ_CP016279.1_657,0.16222872
JAHJDO010000005.1_4,0.17547777
WTCB01000114.1_8,0.13784058
CAJUKE010000009.1_21,0.12038567
JACIXG010000008.1_100,0.19642755
SKQU01000140.1_37,0.03976115
DDGC01000006.1_130,0.18936941
JAGORV010000005.1_48,0.1320963
JACTNB010000020.1_8,0.16693191
JABFRY010000474.1_9,0.1827706
JAATVM010000023.1_6,0.12569532
NZ_FKIP01001058.1_2,0.12962529
PLOF01000050.1_19,0.16573933
MWBZ01000309.1_1,0.1524317
WALD01000008.1_2,0.11675467
NZ_JH378988.1_19,0.1557875
NZ_CP069127.1_3865,0.16707385
JACTNB010000017.1_125,0.056409158
PMZC01000217.1_9,0.20063584
NZ_AWRU01000013.1_127,0.18817255
AWOA01000005.1_6,0.14123218
JAADIA010000052.1_1,0.18999276
PLOF01000013.1_6,0.21801448
CAJUKE010000028.1_11,0.1970481
NZ_AYYI01000005.1_41,0.18076688
JAFRSI010000141.1_43,0.12349006
MFGS01000153.1_24,0.15336932
NZ_AWRU01000013.1_135,0.14383747
JACPSX010000052.1_6,0.22687474
URIY01000004.1_16,0.0960955
CP036261.1_973,0.14669676
JAAYCL010000008.1_55,0.20452642
JAGXLP010000069.1_8,0.14955932
JABDLO010000437.1_1,0.17864056
DRUE01000320.1_7,0.14123446
JAFTSJ010000001.1_35,0.19832467
NZ_BDAU01000046.1_40,0.14503095
MFAF01000025.1_7,0.21074276
JABDLO010000290.1_23,0.10216596
JADJYS010000010.1_37,0.16537191
DLGL01000126.1_25,0.16628106
NZUQ01000124.1_6,0.17568104
MFGS01000137.1_2,0.17069425
JADJOY010000035.1_57,0.1335474
DJVG01000025.1_18,0.1430094
NZ_LMIV01000001.1_1215,0.19326152
NZ_NCSM01000022.1_376,0.14137663
WAQR01000278.1_21,0.153752
JAFCFP010000001.1_72,0.19277786
LUZY01000006.1_80,0.21060888
JAFGKQ010000206.1_5,0.15011612
QZJZ01000054.1_38,0.14379856
PLOF01000077.1_75,0.17251122
NZ_FQVN01000022.1_3,0.1646015
RFHX01000221.1_1,0.17766273
MNYV01000102.1_2,0.18524827
JACRPW010000040.1_62,0.11710228
MGQK01000055.1_15,0.18830243
JAHJLF010000042.1_1,0.2005008
NYZA01000167.1_11,0.15194035
NZ_FQTT01000001.1_154,0.17718631
CAJUHL010000185.1_4,0.11992844
NZ_PJIN01000019.1_27,0.1522629
NZWP01000001.1_10,0.044394672
DRUY01000243.1_5,0.17255053
QLTX01000251.1_4,0.19374096
DIWJ01000036.1_34,0.13427627
PLDF01000124.1_19,0.27611247
NZ_LT985324.1_354,0.17244281
NZ_LT907975.1_3217,0.16838953
JABDLO010000290.1_20,0.18125911
WGBT01000144.1_4,0.059129454
QMNP01000193.1_1,0.20556739
NZ_CP021081.1_2207,0.15669721
NZ_FQVN01000005.1_275,0.21998648
JABMRT010000237.1_1,0.14368455
NZ_LT985324.1_754,0.15873834
DRUE01000135.1_1,0.14514522
NZ_FQVN01000005.1_417,0.09893167
NZ_SJCO01000019.1_38,0.15490185
WTCB01000012.1_5,0.14929448
JAABRV010000041.1_1,0.196798
SXND01000044.1_9,0.15922257
MVZB01000114.1_3,0.20287426
JADQBH010000049.1_19,0.11579235
NZ_BNCD01000009.1_34,0.1598932
JAAYVF010000041.1_11,0.17413095
SLGQ01000350.1_2,0.1525122
NZ_CP016279.1_195,0.16915691
JACPAV010000003.1_241,0.1490762
METK01000007.1_26,0.041717578
JACMRP010000050.1_5,0.16061422
MFAF01000124.1_10,0.14911261
JADGDI010000060.1_12,0.20992544
JACPHL010000062.1_4,0.14945377
JAFGCY010000055.1_8,0.113154195
JAFGKQ010000276.1_6,0.19757593
CP036261.1_3394,0.12791902
JABWCD010000015.1_94,0.16675417
NZ_BAEO01000005.1_55,0.19448978
LMZT01000130.1_39,0.120375656
DSNQ01000019.1_15,0.15071258
DSNQ01000025.1_23,0.17563644
DSCM01000016.1_1,0.15630493
RFFQ01000134.1_6,0.18111536
CAIQVJ010000132.1_143,0.17611787
MFGS01000024.1_16,0.17463642
PMZC01000322.1_8,0.15241405
NZ_FRCD01000016.1_16,0.16404289
PLDF01000358.1_14,0.14646818
JABDLO010000180.1_5,0.19106802
NZ_KB908336.1_33,0.20883098
JAAYKP010000124.1_10,0.14273368
SXND01000268.1_15,0.16748649
PXPD01000050.1_34,0.11793196
LJUD01000028.1_24,0.1589857
NZ_FRCD01000035.1_4,0.17399852
USJX01000155.1_3,0.04643475
JABFGF010000001.1_466,0.14259489
PMWA01000022.1_46,0.13217863
NZ_KZ293963.1_1941,0.18328074
NZ_CP060488.1_2668,0.122257195
CADCWE010000046.1_26,0.14917172
JAAYCF010000065.1_12,0.18543191
SLGQ01000019.1_3,0.1821126
CACGSI010000061.1_1,0.13895664
VXWP01000036.1_4,0.041126333
DUMJ01000030.1_3,0.10963835
JADIMU010000032.1_18,0.21385491
SBFR01000128.1_7,0.169361
JACPUR010000030.1_123,0.18643722
JAFZBN010000015.1_380,0.14875928
PUNC01000024.1_21,0.14877546
VXMB01000009.1_1442,0.041126333
NZ_JADWYU010000141.1_12,0.21986094
NZ_JABFHO010000001.1_3627,0.18746987
VMTI01000195.1_6,0.102739766
JABIXH010000031.1_23,0.10810603
WUAI01000008.1_58,0.16386895
MFPR01000024.1_14,0.116248116
DSWB01000471.1_12,0.17131281
NZ_JADWYU010000102.1_113,0.17590281
NZ_WEZQ01000005.1_70,0.16356823
CACGSI010000002.1_38,0.20098574
WJMB01000194.1_5,0.13184634
NZ_AP018227.1_7042,0.18491381
DIWJ01000049.1_66,0.14004105
JABWCD010000025.1_3,0.19674638
NZ_AWNK01000001.1_255,0.092195116
SKQU01000127.1_35,0.11798042
BDTM01000105.1_9,0.04493021
NZ_BDAU01000024.1_18,0.15127489
URIY01000014.1_42,0.19796072
JABWCD010000031.1_20,0.11941214
PMZC01000349.1_2,0.16469619
MGQK01000069.1_1,0.2019995
NZ_LMIV01000001.1_1163,0.18542935
NZ_JAGI01000002.1_3035,0.08507453
WTCB01000052.1_2,0.17124306
JAAYAK010000313.1_31,0.11820056
WJKZ01000067.1_4,0.151997
NZ_FQVN01000003.1_15,0.15224193
NZ_FQVN01000003.1_14,0.14850035
NZ_CP015423.1_3964,0.20222919
SBFR01000017.1_17,0.13487698
NZ_BJKN01000001.1_501,0.06572791
JAGYOC010000116.1_1,0.18729113
MGDH01000038.1_82,0.3494428
MNUO01000011.1_21,0.15996686
QZKI01000097.1_7,0.16738686
MWCD01000001.1_129,0.1469211
DLYX01000263.1_5,0.14740124
CAJUJZ010000007.1_10,0.16765937
NZ_CP021084.1_337,0.21115902
JACIXR010000012.1_8,0.22875285
CP036261.1_4568,0.14606604
DEYK01000016.1_47,0.13449022
NZ_FQVN01000003.1_531,0.15340555
CAJUHL010000091.1_5,0.18661793
JAGACY010000154.1_6,0.15195818
DITF01000349.1_14,0.048202716
DJVC01000084.1_5,0.13667168
JAFGCY010000087.1_16,0.13509907
JABMQX010000771.1_1,0.21953054
QZKU01000018.1_7,0.18988332
PLFD01000038.1_93,0.16971174
JADJOY010000008.1_132,0.1827518
NZ_CP027570.1_1746,0.040449403
DIVR01000077.1_7,0.14982653
BMST01000003.1_179,0.17263225
WQSZ01000129.1_7,0.19149247
NZ_AWRU01000008.1_17,0.14579408
JAHITZ010000049.1_7,0.22152062
CP002988.1_2982,0.1751519
WLFD01000122.1_9,0.12534998
PLDF01000419.1_10,0.20069644
NZ_CP029480.1_800,0.16992489
CAIVDM010000191.1_111,0.154012
JAFGJP010000301.1_4,0.11659376
NZ_CP015423.1_2591,0.14052172
WJMB01000151.1_19,0.1858628
NZ_CP014223.1_1113,0.15439269
NZ_RXLO01000005.1_307,0.1559989
NZ_JADWYU010000294.1_5,0.16040288
CAIQVJ010000019.1_96,0.16251574
JAAYAK010000127.1_3,0.22757526
CAAETL010000287.1_1,0.20940681
NZ_LBMK01000001.1_514,0.1271731
NZ_CP015520.1_751,0.1954771
NZ_FQTT01000011.1_122,0.16029724
NZ_LT985323.1_171,0.119342044
PAZD01000033.1_18,0.14873728
JACPAV010000065.1_3,0.11786874
JAFRSI010000076.1_2,0.19434038
QHSL01000073.1_37,0.15326759
CAIQVJ010000011.1_18,0.16390234
CP002988.1_1358,0.2037982
JAFGEQ010000014.1_5,0.1651318
LMZT01000127.1_14,0.18064481
CAJQMW010000508.1_4,0.20677228
NZ_JADWYU010000103.1_60,0.16212511
NZ_JAGGOF010000052.1_54,0.1909105
CAJKKX010000144.1_9,0.14802334
NZ_LBMK01000004.1_499,0.1540784
JAHJDO010000089.1_14,0.12057642
QJVW01000063.1_7,0.11466615
JAGVWD010000006.1_9,0.1473259
NZ_CP069127.1_2592,0.1790136
JABWCQ010000021.1_33,0.15681276
PMWA01000092.1_36,0.10455358
CAIVDM010000040.1_40,0.17675528
DDGC01000019.1_195,0.15423293
NZ_FQVN01000013.1_131,0.19265291
PKWQ01000438.1_2,0.119109154
PWFS01000134.1_6,0.05226313
QZJZ01000044.1_15,0.17846191
URUF01000047.1_10,0.15495023
JABFRY010000446.1_11,0.13162312
NZ_SJCO01000002.1_320,0.11561383
DSSU01000276.1_1,0.18621857
JADJOY010000023.1_229,0.19443907
DTND01000242.1_5,0.15081953
MNYW01000016.1_10,0.10202775
SHYX01000046.1_27,0.14784917
CP051243.1_1308,0.16248073
CADCWE010000006.1_3,0.18240578
DSSB01000335.1_2,0.1573177
JACIXG010000098.1_22,0.17627117
PLOF01000112.1_28,0.16275361
CAIVGN010000008.1_45,0.18180904
PWFS01000068.1_8,0.13047144
NZ_SJCO01000016.1_43,0.13340428
PLYD01000134.1_17,0.11543326
DLGL01000010.1_3,0.19970986
PWGE01000118.1_8,0.1302339
DCAZ01000108.1_10,0.1519135
JAFAZD010000119.1_3,0.1448649
JAGACY010000362.1_3,0.13286372
PWGE01000011.1_4,0.17118976
DREG01000450.1_3,0.14469764
JAGALG010000144.1_1,0.17274338
DGKK01000033.1_7,0.14911895
NZ_NCSM01000012.1_38,0.14724144
NZ_CP021081.1_473,0.14031053
CAIVGN010000100.1_1,0.18443114
PAQS01000040.1_177,0.23469815
JAEOSL010000011.1_26,0.13604084
NZ_BJKN01000002.1_420,0.12841688
AQRW01000146.1_8,0.17395924
JABWCQ010000015.1_69,0.21341114
DSSU01000332.1_5,0.14318407
NZ_JABASS010000001.1_93,0.17341691
USIB01000018.1_18,0.13599339
WALD01000094.1_5,0.12758479
SLGR01000223.1_5,0.1796324
SKQU01000030.1_2,0.14226834
VGIX01000063.1_6,0.17949799
SBFR01000142.1_9,0.17061155
SBFR01000081.1_2,0.1878195
NZ_CP060488.1_4806,0.188044
JADJOY010000001.1_486,0.16973089
NZ_JAFVMG010000013.1_39,0.1808061
CACGJS010000006.1_16,0.12268144
CAJUIP010000002.1_124,0.1383374
QZJZ01000005.1_22,0.21047182
NZ_LBMK01000001.1_17,0.19722053
DMSQ01000080.1_80,0.15414055
JACQOF010000099.1_62,0.14170356
BMST01000011.1_44,0.15480283
CP002989.1_514,0.0845359
NZ_JXCG01000018.1_1,0.16519143
CAIVGN010000024.1_63,0.16704133
BMST01000025.1_2,0.1447486
JABMQX010000041.1_2,0.20935175
NZ_CP015455.1_1574,0.17957884
NZ_JABFHO010000001.1_3664,0.16373074
NZ_NCSM01000029.1_8,0.1951653
PLDF01000361.1_14,0.17235212
DIWJ01000074.1_32,0.1378347
DREG01000179.1_3,0.16940571
CAIVGN010000006.1_68,0.14560984
NZ_AP018227.1_6947,0.1342542
JAFGBE010000046.1_15,0.1618844
PUNC01000236.1_5,0.11138024
URWG01000035.1_5,0.106435314
JADHUQ010000107.1_1,0.14664733
DSSU01000019.1_16,0.10952951
JADGDI010000150.1_1,0.18593574
JADBKU010000035.1_16,0.13626531
JACPWU010000013.1_21,0.13472207
NZ_SGXC01000002.1_375,0.14325005
NZ_JACJQY010000019.1_78,0.14550377
WJOT01000027.1_43,0.13324036
NZ_PJIN01000008.1_15,0.22374842
VGJA01000199.1_3,0.16999456
RFIY01000269.1_3,0.18241802
NC_021031.1_2262,0.18486384
DHPR01000008.1_35,0.15875092
JAERTH010000147.1_4,0.13698082
JAHJDR010000354.1_4,0.19121525
JAAYCF010000142.1_3,0.1605419
JAGACY010000426.1_2,0.16037124
SFEJ01000006.1_22,0.19298545
JABWCP010000004.1_118,0.14726128
JAFGEW010000004.1_13,0.12790556
CACZFN010000007.1_27,0.18625325
QMOQ01000063.1_1,0.15488818
SYBY01000033.1_1,0.17474683
NZ_JAFCMM010000004.1_29,0.15156047
SKQU01000241.1_6,0.14807323
SOJN01000080.1_77,0.17526025
JAFGUZ010000224.1_60,0.1525009
KI543196.1_98,0.21661225
NZ_JOOE01000001.1_651,0.1440992
DJVC01000111.1_46,0.072608665
NZ_JACJQY010000013.1_68,0.14121233
NZ_BDAU01000011.1_87,0.15636386
NZ_RZMY01000013.1_391,0.11273489
NZ_NCSM01000003.1_327,0.12195289
MNYW01000068.1_7,0.043108236
PMNA01000001.1_6,0.14811519
WRBD01000008.1_47,0.1710886
NZ_CP021082.1_448,0.20636287
NZ_CP060488.1_1293,0.1672866
VGJA01000006.1_16,0.11924659
PLYD01000275.1_6,0.17215994
CAIVDM010000148.1_3,0.17311853
PKTG01000070.1_2,0.16180675
BDTM01000048.1_38,0.0915916
PWOD01000055.1_1,0.17558943
JAADFP010000003.1_17,0.08119091
NZ_JABASS010000002.1_343,0.11434297
WLFD01000046.1_10,0.14637679
JAFRZH010000013.1_34,0.19357811
JABFGF010000002.1_309,0.15219818
MFGS01000098.1_2,0.15634227
NZ_BJKN01000002.1_385,0.07351637
JADJOY010000026.1_30,0.19578809
NZ_JADEKP010000001.1_404,0.23739791
MWBZ01000054.1_16,0.14118662
CP051243.1_2210,0.16303182
JAFGEX010000221.1_18,0.12477764
NZ_RZNA01000040.1_271,0.10786017
MNYW01000117.1_19,0.15513627
JAGOEH010000323.1_3,0.22328666
JAGWYZ010000455.1_5,0.17788592
JAFUYQ010000003.1_1,0.1666968
MGQK01000123.1_29,0.24717388
JAGPKD010000116.1_4,0.12352693
NZ_CP021081.1_2253,0.15534574
JABMRT010000284.1_8,0.120909974
MGQK01000130.1_32,0.07530975
JAGOUY010000010.1_43,0.114688255
WTCB01000098.1_10,0.21413736
DITF01000288.1_1,0.16607104
JAFGUZ010000102.1_15,0.1875989
DCHV01000084.1_5,0.15017569
NZ_LR216287.1_149,0.13179138
JAFGEW010000112.1_82,0.18845154
JADJOY010000018.1_209,0.13313925
NZ_PJIN01000002.1_448,0.18047337
DDGC01000019.1_212,0.15525505
MWCZ01000041.1_6,0.14340357
QZKU01000107.1_11,0.09624784
NZ_JAGI01000002.1_2407,0.15412574
NZ_SGXC01000002.1_1084,0.11217438
DCHV01000045.1_6,0.15709433
URUF01000014.1_18,0.1554116
LKMX01000034.1_11,0.17448011
JAGOBX010000521.1_3,0.15223415
LIUI01000038.1_41,0.19757636
MWCZ01000193.1_7,0.19157627
DSCS01000018.1_126,0.12412862
JADJOY010000004.1_263,0.16525075
NZ_BDAU01000021.1_97,0.19655007
NZ_CP021084.1_150,0.20961034
PMWA01000018.1_11,0.16329
RFHX01000329.1_1,0.114577815
PLYD01000240.1_17,0.16026191
JABDHD010000054.1_17,0.047051094
JAGPKD010000010.1_4,0.18337771
MVCZ01000078.1_1,0.18147415
DRYD01000228.1_29,0.21237938
JAEOSL010000070.1_6,0.1106052
QZKI01000142.1_22,0.12855121
CACZLA010000005.1_40,0.13159843
SXND01000062.1_1,0.13214415
JACRMA010000030.1_9,0.16899297
JAFYIZ010000020.1_6,0.19088376
DDGC01000023.1_190,0.11948458
NZ_PQVH01000008.1_218,0.13967961
SLGQ01000365.1_2,0.15746835
JABDLO010000031.1_5,0.14103617
NZ_AWRU01000033.1_94,0.041887283
SLDX01000001.1_4,0.16785656
LIUI01000063.1_8,0.12224376
NZ_FQVN01000003.1_581,0.14273445
PUNC01000041.1_3,0.16358605
DSWB01000672.1_2,0.17421739
NZ_BJKN01000002.1_267,0.12519994
NIRF01000012.1_35,0.11328162
DCHV01000050.1_25,0.12526098
DJVC01000042.1_36,0.13957265
PLDF01000014.1_8,0.10759348
MVZB01000108.1_7,0.12636176
SHYX01000017.1_22,0.19369037
JADJOY010000016.1_69,0.13714197
SHYX01000008.1_64,0.16007273
NZ_FQTT01000010.1_51,0.13916199
JAFYIM010000487.1_4,0.14871705
PKWQ01000190.1_5,0.18338256
NC_021031.1_1997,0.108346984
NZ_FKIP01000910.1_8,0.1949361
NC_015499.1_1287,0.16626081
DSSB01000119.1_6,0.18890414
JACCUF010000259.1_2,0.14215615
WFRF01000254.1_6,0.18838304
NZ_BAEO01000013.1_62,0.11734571
DRGV01000059.1_3,0.12866086
JAAYVF010000086.1_30,0.15294386
JACPQY010000009.1_6,0.14971891
JAFSWN010000071.1_33,0.19542086
NZ_NCSM01000005.1_159,0.13573125
NYZA01000021.1_15,0.14952318
NC_017096.1_68,0.21128178
CADBLV010000276.1_2,0.10958403
JACPHL010000289.1_3,0.14014512
NZ_BAEO01000029.1_117,0.16900676
PLYD01000106.1_18,0.16393125
WJKZ01000220.1_3,0.12873754
PFND01000064.1_11,0.16482498
JADJOY010000010.1_131,0.1605991
CAJQMW010000412.1_1,0.18876661
NZ_RZNA01000047.1_349,0.17126183
JACPHL010000134.1_2,0.14008987
CADCWE010000201.1_20,0.18126081
JACIXR010000001.1_43,0.16087328
SHMX01000004.1_72,0.2113575
CAIVGN010000182.1_29,0.15088122
