genome_accession,protein_id,category,emb_row,role,is_positive,phylum,length_aa,pfam_family
GB_GCA_016213555.1,JACRAC010000037.1_3,dark_negative,23699,query,False,Aenigmatarchaeota,272,
GB_GCA_003135055.1,PLDF01000359.1_3,dark_negative,23700,query,False,Acidobacteriota,72,
GB_GCA_003485015.1,DNCN01000018.1_3,dark_negative,23701,query,False,UBA9089,52,
GB_GCA_002789275.1,PFSX01000037.1_8,dark_negative,23702,query,False,Huberarchaeota,101,
RS_GCF_904395335.1,NZ_CAJFNR010000027.1_22,dark_negative,23703,query,False,Firmicutes_A,1399,
RS_GCF_900079095.1,NZ_FKIP01001233.1_3,dark_negative,23704,query,False,Tectomicrobia,97,
GB_GCA_002422125.1,DITF01000363.1_7,dark_negative,23705,query,False,UBP17,136,
GB_GCA_011049955.1,DRGV01000088.1_3,dark_negative,23706,query,False,UBP18,110,
GB_GCA_014649295.1,BMST01000009.1_128,dark_negative,23707,query,False,Actinobacteriota,476,
GB_GCA_007125075.1,SLDX01000109.1_4,dark_negative,23708,query,False,Desulfobacterota_I,251,
GB_GCA_003222135.1,QHUM01000034.1_5,dark_negative,23709,query,False,Gemmatimonadota,152,
RS_GCF_001542625.1,NZ_CP016279.1_4062,dark_negative,23710,query,False,Actinobacteriota,1528,
GB_GCA_018664975.1,JABIXH010000296.1_35,dark_negative,23711,query,False,Nitrospinota,74,
RS_GCF_003992595.1,NZ_RZNA01000004.1_79,dark_negative,23712,query,False,Bacteroidota,52,
RS_GCF_016107545.1,NZ_JABASS010000032.1_1,dark_negative,23713,query,False,Proteobacteria,233,
GB_GCA_002428325.1,DIVR01000061.1_44,dark_negative,23714,query,False,UBP4,448,
RS_GCF_000177635.2,NC_014836.1_523,dark_negative,23715,query,False,Chrysiogenota,111,
GB_GCA_011330975.1,DSSU01000250.1_3,dark_negative,23716,query,False,Moduliflexota,98,
RS_GCF_001005295.1,NZ_LBMK01000004.1_361,dark_negative,23717,query,False,Actinobacteriota,71,
GB_GCA_016281925.1,JAEEJP010000087.1_7,dark_negative,23718,query,False,Thermoplasmatota,113,
GB_GCA_017848075.1,JAGALG010000004.1_2,dark_negative,23719,query,False,Firmicutes_A,96,
GB_GCA_016281925.1,JAEEJP010000007.1_1,dark_negative,23720,query,False,Thermoplasmatota,51,
RS_GCF_900696045.1,NZ_LR216287.1_1901,dark_negative,23721,query,False,Thermoproteota,56,
RS_GCF_002224125.1,NZ_NCSM01000016.1_127,dark_negative,23722,query,False,Actinobacteriota,57,
GB_GCA_003457135.1,DMSQ01000006.1_91,dark_negative,23723,query,False,Bacteroidota,71,
GB_GCA_013138765.1,WTCB01000061.1_4,dark_negative,23724,query,False,EX4484-52,76,
RS_GCF_013404085.1,NZ_JABFHO010000001.1_607,dark_negative,23725,query,False,Bacteroidota,168,
GB_GCA_001871075.1,MNUP01000122.1_9,dark_negative,23726,query,False,Desantisbacteria,123,
GB_GCA_016278715.1,JADQBH010000093.1_7,dark_negative,23727,query,False,Bacteroidota,88,
GB_GCA_001304015.1,LJUY01000033.1_24,dark_negative,23728,query,False,TA06_A,38,
GB_GCA_003695725.1,RFHX01000273.1_4,dark_negative,23729,query,False,Schekmanbacteria,62,
GB_GCA_011343225.1,DTOT01000113.1_3,dark_negative,23730,query,False,Eremiobacterota,455,
GB_GCA_003135055.1,PLDF01000208.1_2,dark_negative,23731,query,False,Acidobacteriota,366,
GB_GCA_001304015.1,LJUY01000078.1_4,dark_negative,23732,query,False,TA06_A,212,
GB_GCA_903905455.1,CAIVGN010000005.1_21,dark_negative,23733,query,False,Myxococcota,312,
GB_GCA_001304035.1,LJUD01000149.1_3,dark_negative,23734,query,False,SM23-31,255,
GB_GCA_016932385.1,JAFGCY010000109.1_32,dark_negative,23735,query,False,4484-113,272,
GB_GCA_002686915.1,NYYY01000016.1_5,dark_negative,23736,query,False,ARS69,263,
RS_GCF_014696925.1,NZ_JACJQY010000002.1_65,dark_negative,23737,query,False,Cyanobacteria,40,
GB_GCA_013359335.1,JABWBZ010000037.1_14,dark_negative,23738,query,False,CLD3,81,
GB_GCA_002069765.1,MWBZ01000029.1_3,dark_negative,23739,query,False,Wallbacteria,105,
GB_GCA_018061025.1,JAGOUY010000013.1_46,dark_negative,23740,query,False,Patescibacteria,123,
GB_GCA_017999075.1,JAGOBX010000103.1_7,dark_negative,23741,query,False,JAGOBX01,631,
GB_GCA_003554945.1,PWHN01000044.1_82,dark_negative,23742,query,False,T1Sed10-126,91,
GB_GCA_002727195.1,PBWH01000009.1_75,dark_negative,23743,query,False,Latescibacterota,104,
RS_GCF_016786325.1,NZ_JADWYU010000142.1_64,dark_negative,23744,query,False,Actinobacteriota,223,
GB_GCA_016927185.1,JAFGND010000012.1_6,dark_negative,23745,query,False,JAFGND01,148,
RS_GCF_005217565.1,NZ_SJCO01000023.1_48,dark_negative,23746,query,False,Bacteroidota,328,
GB_GCA_903875225.1,CAIQVJ010000088.1_139,dark_negative,23747,query,False,Myxococcota_A,238,
RS_GCF_000298075.1,NZ_JH815594.1_120,dark_negative,23748,query,False,Firmicutes,117,
RS_GCF_000299235.1,NC_018649.1_1011,dark_negative,23749,query,False,Nitrospirota_A,155,
GB_GCA_016928555.1,JAFGKM010000050.1_8,dark_negative,23750,query,False,Ratteibacteria,136,
GB_GCA_000739515.1,DF820455.1_429,dark_negative,23751,query,False,Moduliflexota,121,
RS_GCF_000382385.1,NZ_KB908376.1_1,dark_negative,23752,query,False,Bacteroidota,22,
GB_GCA_017848075.1,JAGALG010000176.1_9,dark_negative,23753,query,False,Firmicutes_A,141,
GB_GCA_016930695.1,JAFGGD010000056.1_44,dark_negative,23754,query,False,JABDJQ01,59,
GB_GCA_002069765.1,MWBZ01000010.1_13,dark_negative,23755,query,False,Wallbacteria,47,
GB_GCA_016190245.1,JACPQY010000033.1_1,dark_negative,23756,query,False,JACPQY01,50,
GB_GCA_017997825.1,JAGOEH010000302.1_2,dark_negative,23757,query,False,JAGOEH01,170,
GB_GCA_014584345.1,JACTNB010000032.1_27,dark_negative,23758,query,False,Planctomycetota,140,
GB_GCA_003170555.1,PMZC01000186.1_3,dark_negative,23759,query,False,FEN-1099,104,
RS_GCF_000712135.1,NZ_JOOE01000003.1_45,dark_negative,23760,query,False,Proteobacteria,59,
GB_GCA_011330975.1,DSSU01000053.1_1,dark_negative,23761,query,False,Moduliflexota,67,
GB_GCA_013203085.1,JABMQX010000519.1_3,dark_negative,23762,query,False,JABMQX01,111,
GB_GCA_017538365.1,JAFYIZ010000047.1_114,dark_negative,23763,query,False,UBP6,356,
GB_GCA_001873945.1,MNYI01000205.1_2,dark_negative,23764,query,False,UBA9089,85,
GB_GCA_003447545.1,DLYX01000534.1_5,dark_negative,23765,query,False,Desulfobacterota_B,348,
RS_GCF_000013405.1,NC_007759.1_1018,dark_negative,23766,query,False,Desulfobacterota,58,
RS_GCF_000763315.1,NZ_JPST01000017.1_6,dark_negative,23767,query,False,Firmicutes,166,
GB_GCA_013139905.1,WSZW01000175.1_6,dark_negative,23768,query,False,EX4484-52,64,
GB_GCA_003554345.1,PWGE01000022.1_6,dark_negative,23769,query,False,T1SED10-198M,204,
GB_GCA_016928495.1,JAFGKQ010000208.1_2,dark_negative,23770,query,False,Fermentibacterota,250,
GB_GCA_002422125.1,DITF01000062.1_2,dark_negative,23771,query,False,UBP17,87,
GB_GCA_000224475.1,CP002989.1_126,dark_negative,23772,query,False,Halobacteriota,269,
GB_GCA_015231885.1,JADGAT010000113.1_1,dark_negative,23773,query,False,SAR324,46,
GB_GCA_005777235.1,SXND01000199.1_5,dark_negative,23774,query,False,Tectomicrobia,241,
GB_GCA_013791675.1,VMTI01000073.1_1,dark_negative,23775,query,False,CG03,258,
GB_GCA_016744975.1,JADGDI010000002.1_13,dark_negative,23776,query,False,Proteobacteria,215,
GB_GCA_011048995.1,DSCS01000057.1_56,dark_negative,23777,query,False,Mcinerneyibacteriota,190,
GB_GCA_013202295.1,JABMRT010000027.1_21,dark_negative,23778,query,False,QNDG01,295,
RS_GCF_004661485.1,NZ_PQVH01000011.1_93,dark_negative,23779,query,False,Proteobacteria,323,
GB_GCA_012797915.1,JAAZOE010000271.1_3,dark_negative,23780,query,False,Zixibacteria,554,
GB_GCA_001797335.1,MGPE01000015.1_49,dark_negative,23781,query,False,Bdellovibrionota_E,593,
GB_GCA_000224475.1,CP002989.1_669,dark_negative,23782,query,False,Halobacteriota,181,
GB_GCA_016180645.1,JACPAV010000006.1_6,dark_negative,23783,query,False,JACPQY01,1069,
GB_GCA_001791795.1,MGFH01000116.1_1,dark_negative,23784,query,False,Wallbacteria,104,
GB_GCA_002428445.1,DIWJ01000048.1_30,dark_negative,23785,query,False,Desulfobacterota,94,
GB_GCA_008080745.1,SHMX01000005.1_6,dark_negative,23786,query,False,Asgardarchaeota,187,
RS_GCF_000526575.1,NZ_JAGI01000001.1_248,dark_negative,23787,query,False,Firmicutes_A,72,
GB_GCA_001443445.1,LDXN01000019.1_1,dark_negative,23788,query,False,Desulfobacterota_D,411,
GB_GCA_017848075.1,JAGALG010000167.1_3,dark_negative,23789,query,False,Firmicutes_A,144,
GB_GCA_008080745.1,SHMX01000001.1_519,dark_negative,23790,query,False,Asgardarchaeota,50,
RS_GCF_002368095.1,NZ_AP018227.1_5292,dark_negative,23791,query,False,Cyanobacteria,478,
GB_GCA_903905455.1,CAIVGN010000085.1_7,dark_negative,23792,query,False,Myxococcota,84,
GB_GCA_016934335.1,JAFGTC010000311.1_1,dark_negative,23793,query,False,OLB16,162,
GB_GCA_016207605.1,JACQPJ010000052.1_25,dark_negative,23794,query,False,Elusimicrobiota,187,
GB_GCA_903905455.1,CAIVGN010000117.1_24,dark_negative,23795,query,False,Myxococcota,174,
GB_GCA_017306015.1,JAFKJK010000007.1_607,dark_negative,23796,query,False,Actinobacteriota,274,
GB_GCA_016278715.1,JADQBH010000222.1_2,dark_negative,23797,query,False,Bacteroidota,77,
GB_GCA_003457135.1,DMSQ01000092.1_14,dark_negative,23798,query,False,Bacteroidota,112,
RS_GCF_000314995.1,NZ_BAEO01000034.1_24,dark_negative,23799,query,False,Proteobacteria,127,
RS_GCF_000763315.1,NZ_JPST01000013.1_113,dark_negative,23800,query,False,Firmicutes,62,
GB_GCA_002440765.1,DJVC01000122.1_7,dark_negative,23801,query,False,UBA6266,93,
GB_GCA_017997825.1,JAGOEH010000023.1_21,dark_negative,23802,query,False,JAGOEH01,66,
RS_GCF_016786325.1,NZ_JADWYU010000100.1_35,dark_negative,23803,query,False,Actinobacteriota,351,
GB_GCA_003647825.1,QMNP01000062.1_1,dark_negative,23804,query,False,Cloacimonadota,300,
GB_GCA_012735455.1,JAAYHG010000142.1_5,dark_negative,23805,query,False,DTU030,96,
GB_GCA_017613855.1,JAGACY010000186.1_9,dark_negative,23806,query,False,Myxococcota,134,
GB_GCA_003159495.1,PLPI01000030.1_1,dark_negative,23807,query,False,Goldbacteria,527,
GB_GCA_016713535.1,JADJOY010000010.1_136,dark_negative,23808,query,False,JADJOY01,353,
GB_GCA_016192455.1,JACPUC010000003.1_84,dark_negative,23809,query,False,JACPUC01,58,
GB_GCA_007741475.1,CP036261.1_2807,dark_negative,23810,query,False,Planctomycetota,128,
RS_GCF_000021645.1,NC_011661.1_1695,dark_negative,23811,query,False,Dictyoglomota,65,
RS_GCF_000763315.1,NZ_JPST01000041.1_1,dark_negative,23812,query,False,Firmicutes,76,
GB_GCA_012735455.1,JAAYHG010000142.1_7,dark_negative,23813,query,False,DTU030,40,
RS_GCF_002368095.1,NZ_AP018227.1_1323,dark_negative,23814,query,False,Cyanobacteria,377,
GB_GCA_012516115.1,JAAYXC010000202.1_9,dark_negative,23815,query,False,Firmicutes_G,70,
RS_GCF_014656295.1,NZ_BNCD01000031.1_16,dark_negative,23816,query,False,Actinobacteriota,81,
RS_GCF_006538365.1,NZ_BJKN01000004.1_41,dark_negative,23817,query,False,Firmicutes_B,138,
GB_GCA_003142035.1,PLOF01000051.1_7,dark_negative,23818,query,False,Dormibacterota,159,
GB_GCA_016840385.1,JAEOSL010000055.1_9,dark_negative,23819,query,False,Asgardarchaeota,98,
GB_GCA_011331325.1,DSSB01000575.1_4,dark_negative,23820,query,False,UBA10199,102,
GB_GCA_003159495.1,PLPI01000035.1_5,dark_negative,23821,query,False,Goldbacteria,87,
GB_GCA_015231885.1,JADGAT010000019.1_12,dark_negative,23822,query,False,SAR324,60,
GB_GCA_013202295.1,JABMRT010000177.1_3,dark_negative,23823,query,False,QNDG01,276,
GB_GCA_003242505.1,QGUP01000008.1_17,dark_negative,23824,query,False,Firmicutes_E,40,
GB_GCA_009691415.1,SICP01000009.1_23,dark_negative,23825,query,False,Margulisbacteria,47,
GB_GCA_000224475.1,CP002989.1_380,dark_negative,23826,query,False,Halobacteriota,116,
GB_GCA_003598055.1,QZKI01000053.1_1,dark_negative,23827,query,False,Abyssubacteria,107,
GB_GCA_015485525.1,WFTM01000234.1_11,dark_negative,23828,query,False,KSB1,45,
GB_GCA_900315575.1,OMZR01000003.1_8,dark_negative,23829,query,False,Firmicutes_C,134,
GB_GCA_002070295.1,MWCZ01000497.1_2,dark_negative,23830,query,False,Latescibacterota,479,
RS_GCF_900129375.1,NZ_FQVN01000004.1_222,dark_negative,23831,query,False,Actinobacteriota,283,
RS_GCF_900582195.1,NZ_UTHA01000001.1_870,dark_negative,23832,query,False,Proteobacteria,246,
RS_GCF_009864005.1,NZ_WEZQ01000024.1_3,dark_negative,23833,query,False,Firmicutes,120,
GB_GCA_017609755.1,JAFCDI010000001.1_40,dark_negative,23834,query,False,Nanoarchaeota,109,
RS_GCF_900142785.1,NZ_FRCD01000014.1_95,dark_negative,23835,query,False,Bacteroidota,84,
RS_GCF_900290275.1,NZ_LT985340.1_2,dark_negative,23836,query,False,Bacteroidota,67,
GB_GCA_011373345.1,DRXH01000002.1_5,dark_negative,23837,query,False,Thermoproteota,233,
GB_GCA_002869015.1,PKTT01000067.1_4,dark_negative,23838,query,False,Desulfobacterota_C,561,
GB_GCA_018812345.1,JAHJDR010000119.1_1,dark_negative,23839,query,False,UBA10199,74,
RS_GCF_000712135.1,NZ_JOOE01000002.1_313,dark_negative,23840,query,False,Proteobacteria,56,
GB_GCA_014728785.1,WJKZ01000134.1_1,dark_negative,23841,query,False,Omnitrophota,67,
GB_GCA_012514925.1,JAAYZI010000242.1_1,dark_negative,23842,query,False,Bdellovibrionota_C,43,
GB_GCA_018814265.1,JAHIZU010000161.1_1,dark_negative,23843,query,False,Margulisbacteria,676,
RS_GCF_001005295.1,NZ_LBMK01000001.1_514,dark_negative,23844,query,False,Actinobacteriota,177,
GB_GCA_016840385.1,JAEOSL010000007.1_32,dark_negative,23845,query,False,Asgardarchaeota,84,
GB_GCA_903905455.1,CAIVGN010000029.1_138,dark_negative,23846,query,False,Myxococcota,124,
GB_GCA_003232385.1,QIJE01000004.1_5,dark_negative,23847,query,False,SZUA-79,163,
GB_GCA_003447545.1,DLYX01000580.1_4,dark_negative,23848,query,False,Desulfobacterota_B,315,
GB_GCA_002686955.1,NYZA01000076.1_1,dark_negative,23849,query,False,Gemmatimonadota_A,202,
RS_GCF_002224125.1,NZ_NCSM01000016.1_42,dark_negative,23850,query,False,Actinobacteriota,99,
GB_GCA_017997825.1,JAGOEH010000337.1_2,dark_negative,23851,query,False,JAGOEH01,155,
GB_GCA_003222135.1,QHUM01000029.1_5,dark_negative,23852,query,False,Gemmatimonadota,95,
GB_GCA_014360495.1,JACIXR010000005.1_134,dark_negative,23853,query,False,JACIXR01,457,
GB_GCA_014360585.1,JACIXG010000040.1_32,dark_negative,23854,query,False,Actinobacteriota,31,
GB_GCA_003009815.1,PXPD01000014.1_10,dark_negative,23855,query,False,Nanohaloarchaeota,75,
GB_GCA_016196885.1,JACPWU010000047.1_6,dark_negative,23856,query,False,JACPWU01,92,
GB_GCA_016938275.1,JAFGUZ010000233.1_36,dark_negative,23857,query,False,Delongbacteria,514,
GB_GCA_903907475.1,CAIVOB010000061.1_3,dark_negative,23858,query,False,Omnitrophota,393,
GB_GCA_003554145.1,PWFS01000126.1_1,dark_negative,23859,query,False,Firmicutes_F,42,
GB_GCA_002337455.1,DDGC01000019.1_86,dark_negative,23860,query,False,Proteobacteria,55,
GB_GCA_910586315.1,CAJUIP010000023.1_33,dark_negative,23861,query,False,Firmicutes_A,135,
GB_GCA_003162055.1,PMNA01000021.1_147,dark_negative,23862,query,False,Actinobacteriota,266,
GB_GCA_002402105.1,NVVD01000012.1_79,dark_negative,23863,query,False,UBP17,320,
GB_GCA_013139905.1,WSZW01000046.1_2,dark_negative,23864,query,False,EX4484-52,71,
GB_GCA_013202295.1,JABMRT010000006.1_23,dark_negative,23865,query,False,QNDG01,324,
GB_GCA_012729785.1,JAAYCL010000032.1_30,dark_negative,23866,query,False,UBA1439,133,
RS_GCF_005217565.1,NZ_SJCO01000015.1_113,dark_negative,23867,query,False,Bacteroidota,282,
RS_GCF_000212395.1,NC_015499.1_1045,dark_negative,23868,query,False,Thermodesulfobiota,212,
GB_GCA_003644825.1,QNDJ01000277.1_3,dark_negative,23869,query,False,SM23-31,27,
GB_GCA_011525785.1,WYBT01000004.1_48,dark_negative,23870,query,False,Planctomycetota,173,
GB_GCA_003447545.1,DLYX01000120.1_8,dark_negative,23871,query,False,Desulfobacterota_B,118,
GB_GCA_002084765.1,NBMB01000108.1_14,dark_negative,23872,query,False,4572-55,67,
GB_GCA_016783505.1,JADHWK010000028.1_21,dark_negative,23873,query,False,BS750m-G25,185,
GB_GCA_001443445.1,LDXN01000076.1_2,dark_negative,23874,query,False,Desulfobacterota_D,62,
RS_GCF_002224125.1,NZ_NCSM01000022.1_305,dark_negative,23875,query,False,Actinobacteriota,90,
GB_GCA_003136635.1,PLFD01000014.1_24,dark_negative,23876,query,False,FCPU426,343,
GB_GCA_001730085.1,MDLB01000043.1_7,dark_negative,23877,query,False,GCA-001730085,51,
RS_GCF_900079095.1,NZ_FKIP01000162.1_10,dark_negative,23878,query,False,Tectomicrobia,121,
GB_GCA_012839755.1,DUMP01000156.1_6,dark_negative,23879,query,False,DTU030,40,
RS_GCF_001545115.1,NZ_FCNU01000021.1_128,dark_negative,23880,query,False,Chlamydiota,235,
GB_GCA_018894595.1,JAHIPN010000406.1_12,dark_negative,23881,query,False,Atribacterota,264,
GB_GCA_002069885.1,MWCD01000166.1_2,dark_negative,23882,query,False,UBP15,88,
RS_GCF_000763315.1,NZ_JPST01000007.1_43,dark_negative,23883,query,False,Firmicutes,329,
GB_GCA_009841265.1,VXMB01000009.1_391,dark_negative,23884,query,False,JAAXHH01,297,
GB_GCA_016284485.1,JAEEOX010000194.1_1,dark_negative,23885,query,False,Firmicutes_A,282,
GB_GCA_003166335.1,PMWA01000106.1_1,dark_negative,23886,query,False,Methanobacteriota,129,
GB_GCA_014728785.1,WJKZ01000071.1_1,dark_negative,23887,query,False,Omnitrophota,1089,
GB_GCA_013791675.1,VMTI01000025.1_2,dark_negative,23888,query,False,CG03,526,
GB_GCA_900550955.1,URUF01000005.1_59,dark_negative,23889,query,False,Firmicutes_A,130,
GB_GCA_013811975.1,JACCUF010000052.1_16,dark_negative,23890,query,False,Actinobacteriota,134,
GB_GCA_002686955.1,NYZA01000138.1_3,dark_negative,23891,query,False,Gemmatimonadota_A,141,
GB_GCA_009779835.1,WRBD01000001.1_33,dark_negative,23892,query,False,Firmicutes_A,161,
GB_GCA_903875225.1,CAIQVJ010000023.1_29,dark_negative,23893,query,False,Myxococcota_A,52,
GB_GCA_003151665.1,PLYD01000213.1_16,dark_negative,23894,query,False,Dormibacterota,142,
GB_GCA_014360495.1,JACIXR010000001.1_54,dark_negative,23895,query,False,JACIXR01,151,
GB_GCA_016202395.1,JACQOV010000103.1_23,dark_negative,23896,query,False,JACQOV01,623,
GB_GCA_016932965.1,JAFGBW010000272.1_4,dark_negative,23897,query,False,JAFGBW01,66,
GB_GCA_012797915.1,JAAZOE010000170.1_3,dark_negative,23898,query,False,Zixibacteria,705,
GB_GCA_007132505.1,SLOM01000047.1_7,dark_negative,23899,query,False,Sumerlaeota,425,
GB_GCA_013138765.1,WTCB01000052.1_7,dark_negative,23900,query,False,EX4484-52,137,
RS_GCF_002993335.1,NZ_PVNS01000019.1_10,dark_negative,23901,query,False,Firmicutes,133,
GB_GCA_018725485.1,QLUP01000077.1_8,dark_negative,23902,query,False,HKB111,87,
GB_GCA_902780505.1,CACZFN010000012.1_2,dark_negative,23903,query,False,Firmicutes_A,40,
GB_GCA_016180645.1,JACPAV010000017.1_29,dark_negative,23904,query,False,JACPQY01,470,
GB_GCA_001730085.1,MDLB01000056.1_8,dark_negative,23905,query,False,GCA-001730085,141,
RS_GCF_001888165.1,NZ_CP015455.1_952,dark_negative,23906,query,False,Desulfobacterota,149,
GB_GCA_002297045.1,DBJE01000013.1_153,dark_negative,23907,query,False,Firmicutes,201,
RS_GCF_000243455.1,NZ_AGJL01000050.1_1,dark_negative,23908,query,False,Methanobacteriota_A,64,
GB_GCA_017468685.1,JAFUHT010000010.1_9,dark_negative,23909,query,False,Methanobacteriota,165,
RS_GCF_002352765.1,NZ_KZ293963.1_2473,dark_negative,23910,query,False,Firmicutes,33,
GB_GCA_003554145.1,PWFS01000035.1_17,dark_negative,23911,query,False,Firmicutes_F,408,
GB_GCA_018062625.1,JAGORV010000007.1_20,dark_negative,23912,query,False,Patescibacteria,1210,
GB_GCA_018052455.1,JAGPNE010000017.1_1,dark_negative,23913,query,False,Firmicutes_E,215,
GB_GCA_016192135.1,JACPUR010000003.1_78,dark_negative,23914,query,False,UBA8248,61,
GB_GCA_009692585.1,SHYX01000007.1_49,dark_negative,23915,query,False,Myxococcota_A,402,
GB_GCA_001304035.1,LJUD01000105.1_12,dark_negative,23916,query,False,SM23-31,264,
GB_GCA_003561965.1,PWXJ01000093.1_1,dark_negative,23917,query,False,PUNC01,85,
GB_GCA_903905455.1,CAIVGN010000077.1_61,dark_negative,23918,query,False,Myxococcota,158,
GB_GCA_016931385.1,JAFGEV010000022.1_5,dark_negative,23919,query,False,Bacteroidota,333,
GB_GCA_013002995.1,JABDLO010000469.1_1,dark_negative,23920,query,False,Bacteroidota,218,
GB_GCA_014649295.1,BMST01000005.1_309,dark_negative,23921,query,False,Actinobacteriota,101,
GB_GCA_003135055.1,PLDF01000409.1_46,dark_negative,23922,query,False,Acidobacteriota,46,
GB_GCA_903821905.1,CAIJMQ010000032.1_2,dark_negative,23923,query,False,CAIJMQ01,26,
GB_GCA_000739515.1,DF820456.1_770,dark_negative,23924,query,False,Moduliflexota,98,
GB_GCA_910586425.1,CAJUHL010000010.1_12,dark_negative,23925,query,False,Firmicutes,320,
GB_GCA_011330975.1,DSSU01000181.1_14,dark_negative,23926,query,False,Moduliflexota,67,
GB_GCA_002084765.1,NBMB01000004.1_59,dark_negative,23927,query,False,4572-55,108,
GB_GCA_903888645.1,CAISUK010000106.1_9,dark_negative,23928,query,False,Proteobacteria,106,
GB_GCA_017848075.1,JAGALG010000216.1_4,dark_negative,23929,query,False,Firmicutes_A,82,
GB_GCA_016192885.1,JACPTH010000108.1_4,dark_negative,23930,query,False,Riflebacteria,918,
RS_GCF_000235465.1,NZ_JH378980.1_7,dark_negative,23931,query,False,Fusobacteriota,181,
GB_GCA_001873945.1,MNYI01000112.1_6,dark_negative,23932,query,False,UBA9089,74,
GB_GCA_016929035.1,JAFGJP010000119.1_1,dark_negative,23933,query,False,JAFGBW01,59,
GB_GCA_003135055.1,PLDF01000132.1_29,dark_negative,23934,query,False,Acidobacteriota,116,
GB_GCA_902806325.1,CADCWE010000011.1_13,dark_negative,23935,query,False,Chloroflexota,99,
GB_GCA_014360585.1,JACIXG010000056.1_23,dark_negative,23936,query,False,Actinobacteriota,52,
GB_GCA_002364485.1,DEYK01000024.1_12,dark_negative,23937,query,False,Planctomycetota,71,
GB_GCA_910586745.1,CAJUJZ010000007.1_30,dark_negative,23938,query,False,Deferribacterota,115,
RS_GCF_005217565.1,NZ_SJCO01000033.1_8,dark_negative,23939,query,False,Bacteroidota,200,
GB_GCA_903888645.1,CAISUK010000482.1_9,dark_negative,23940,query,False,Proteobacteria,80,
GB_GCA_016188625.1,JACPHL010000183.1_12,dark_negative,23941,query,False,Methylomirabilota,101,
GB_GCA_016281355.1,JAEEIL010000025.1_123,dark_negative,23942,query,False,Elusimicrobiota,272,
RS_GCF_001262715.1,NZ_CP012328.1_351,dark_negative,23943,query,False,Firmicutes,121,
GB_GCA_016931415.1,JAFGEW010000041.1_25,dark_negative,23944,query,False,JABMQX01,236,
GB_GCA_001567115.1,LMZT01000143.1_9,dark_negative,23945,query,False,OLB16,190,
GB_GCA_013824325.1,PNNP01000004.1_43,dark_negative,23946,query,False,Nitrospirota,87,
GB_GCA_001873945.1,MNYI01000121.1_10,dark_negative,23947,query,False,UBA9089,80,
RS_GCF_014696925.1,NZ_JACJQY010000007.1_58,dark_negative,23948,query,False,Cyanobacteria,690,
RS_GCF_000243455.1,NZ_AGJL01000029.1_29,dark_negative,23949,query,False,Methanobacteriota_A,67,
GB_GCA_003647755.1,QMNL01000053.1_3,dark_negative,23950,query,False,B130-G9,148,
GB_GCA_011330975.1,DSSU01000414.1_21,dark_negative,23951,query,False,Moduliflexota,55,
GB_GCA_003554945.1,PWHN01000032.1_42,dark_negative,23952,query,False,T1Sed10-126,317,
GB_GCA_903905455.1,CAIVGN010000047.1_59,dark_negative,23953,query,False,Myxococcota,150,
GB_GCA_018435605.1,JAHDNF010000030.1_28,dark_negative,23954,query,False,Aureabacteria,91,
GB_GCA_001871015.1,MNUO01000040.1_1,dark_negative,23955,query,False,Desantisbacteria,46,
GB_GCA_007376285.1,VMFZ01000006.1_22,dark_negative,23956,query,False,Patescibacteria,239,
GB_GCA_902800055.1,CADCCW010000007.1_4,dark_negative,23957,query,False,Verrucomicrobiota,301,
GB_GCA_003135055.1,PLDF01000151.1_20,dark_negative,23958,query,False,Acidobacteriota,87,
GB_GCA_903904735.1,CAIVDM010000040.1_36,dark_negative,23959,query,False,Bdellovibrionota_C,103,
RS_GCF_002355215.1,NZ_AP014612.1_1090,dark_negative,23960,query,False,Firmicutes,44,
GB_GCA_017999075.1,JAGOBX010000281.1_1,dark_negative,23961,query,False,JAGOBX01,41,
GB_GCA_007741475.1,CP036261.1_4399,dark_negative,23962,query,False,Planctomycetota,215,
RS_GCF_014645315.1,NZ_BMLQ01000011.1_1,dark_negative,23963,query,False,Actinobacteriota,40,
GB_GCA_018969115.1,JAGWYZ010000286.1_3,dark_negative,23964,query,False,Chloroflexota,496,
GB_GCA_013140955.1,JABFRY010000344.1_5,dark_negative,23965,query,False,Acidobacteriota,139,
GB_GCA_007741475.1,CP036261.1_1322,dark_negative,23966,query,False,Planctomycetota,2162,
GB_GCA_016932215.1,JAFGDH010000016.1_72,dark_negative,23967,query,False,Aenigmatarchaeota,75,
RS_GCF_002224125.1,NZ_NCSM01000066.1_59,dark_negative,23968,query,False,Actinobacteriota,300,
GB_GCA_910586315.1,CAJUIP010000059.1_14,dark_negative,23969,query,False,Firmicutes_A,52,
GB_GCA_011380495.1,DRXT01000048.1_16,dark_negative,23970,query,False,Micrarchaeota,370,
RS_GCF_904395335.1,NZ_CAJFNR010000050.1_11,dark_negative,23971,query,False,Firmicutes_A,106,
GB_GCA_007741475.1,CP036261.1_4837,dark_negative,23972,query,False,Planctomycetota,99,
GB_GCA_009787645.1,WQSZ01000056.1_10,dark_negative,23973,query,False,Fibrobacterota,59,
GB_GCA_014728245.1,WJLY01000119.1_18,dark_negative,23974,query,False,VGIX01,644,
GB_GCA_007741475.1,CP036261.1_2150,dark_negative,23975,query,False,Planctomycetota,634,
