protein_id,family
JAFGOL010000285.1_10,PF01957.21
JAFGOL010000285.1_11,PF01145.28
JAFGOL010000289.1_4,PF00709.24
JAFGOL010000044.1_3,PF01066.24
JAFGOL010000292.1_5,PF08543.15
JAFGOL010000006.1_3,PF00834.22
JAFGOL010000050.1_5,PF00462.27
JAFGOL010000051.1_13,PF02643.18
JAFGOL010000051.1_16,PF01810.21
JAFGOL010000055.1_4,PF01520.21
JAFGOL010000056.1_4,PF00072.27
JAFGOL010000056.1_6,PF00072.27
JAFGOL010000009.1_4,PF00275.23
JAFGOL010000011.1_2,PF00294.27
JAFGOL010000080.1_1,PF02386.19
JAFGOL010000012.1_6,PF04545.19
JAFGOL010000087.1_4,PF01467.29
JAFGOL010000088.1_2,PF04542.17
JAFGOL010000093.1_2,PF01257.22
JAFGOL010000094.1_2,PF02470.23
JAFGOL010000096.1_5,PF00550.28
JAFGOL010000099.1_2,PF05690.17
JAFGOL010000099.1_4,PF08543.15
JAFGOL010000101.1_8,PF01551.25
JAFGOL010000016.1_1,PF00535.29
JAFGOL010000105.1_5,PF02472.19
JAFGOL010000108.1_4,PF04023.17
JAFGOL010000001.1_2,PF00027.32
JAFGOL010000115.1_9,PF01663.25
JAFGOL010000116.1_8,PF00436.28
JAFGOL010000116.1_10,PF06356.14
JAFGOL010000118.1_5,PF04413.19
JAFGOL010000122.1_1,PF05103.16
JAFGOL010000124.1_7,PF04017.15
JAFGOL010000125.1_9,PF01244.24
JAFGOL010000131.1_5,PF02690.18
JAFGOL010000133.1_4,PF00346.22
JAFGOL010000134.1_5,PF00962.25
JAFGOL010000138.1_4,PF01455.21
JAFGOL010000138.1_5,PF01924.19
JAFGOL010000141.1_2,PF01255.22
JAFGOL010000146.1_3,PF00919.23
JAFGOL010000160.1_6,PF04456.15
JAFGOL010000164.1_1,PF02875.24
JAFGOL010000164.1_2,PF00953.24
JAFGOL010000023.1_4,PF01937.22
JAFGOL010000024.1_1,PF05170.17
JAFGOL010000169.1_4,PF08668.15
JAFGOL010000170.1_6,PF03977.16
JAFGOL010000171.1_2,PF01042.24
JAFGOL010000174.1_2,PF08899.14
JAFGOL010000174.1_5,PF02357.22
JAFGOL010000026.1_1,PF01381.25
JAFGOL010000003.1_1,PF00132.27
JAFGOL010000177.1_2,PF14237.9
JAFGOL010000027.1_5,PF00072.27
JAFGOL010000181.1_1,PF02589.18
JAFGOL010000181.1_4,PF05015.16
JAFGOL010000182.1_4,PF06445.18
JAFGOL010000190.1_2,PF01648.23
JAGOBX010000436.1_1,PF09828.12
JAGOBX010000019.1_5,PF00072.27
JAGOBX010000457.1_1,PF01300.21
JAGOBX010000024.1_12,PF00953.24
JAGOBX010000029.1_10,PF03062.22
JAGOBX010000029.1_12,PF12770.10
JAGOBX010000032.1_6,PF13529.9
JAGOBX010000035.1_5,PF02424.18
JAGOBX010000486.1_3,PF03938.17
JAGOBX010000487.1_1,PF09586.13
JAGOBX010000488.1_2,PF08378.14
JAGOBX010000490.1_4,PF02518.29
JAGOBX010000502.1_1,PF00437.23
JAGOBX010000502.1_4,PF01653.21
JAGOBX010000504.1_3,PF01435.21
JAGOBX010000039.1_4,PF02347.19
JAGOBX010000514.1_1,PF04851.18
JAGOBX010000040.1_3,PF00574.26
JAGOBX010000525.1_1,PF07244.18
JAGOBX010000527.1_5,PF04014.21
JAGOBX010000527.1_6,PF02452.20
JAGOBX010000045.1_7,PF05103.16
JAGOBX010000046.1_2,PF00754.28
JAGOBX010000048.1_3,PF00491.24
JAGOBX010000048.1_12,PF05597.14
JAGOBX010000548.1_1,PF13242.9
JAGOBX010000052.1_11,PF13411.9
JAGOBX010000055.1_2,PF07195.15
JAGOBX010000558.1_2,PF06941.15
JAGOBX010000064.1_7,PF07690.19
JAGOBX010000580.1_2,PF19335.2
JAGOBX010000582.1_2,PF01625.24
JAGOBX010000067.1_6,PF01790.21
JAGOBX010000072.1_8,PF00589.25
JAGOBX010000073.1_10,PF00497.23
JAGOBX010000080.1_9,PF01242.22
JAGOBX010000083.1_6,PF12804.10
JAGOBX010000084.1_8,PF02559.19
JAGOBX010000085.1_2,PF01584.22
JAGOBX010000088.1_2,PF02518.29
JAGOBX010000096.1_6,PF02357.22
JAGOBX010000105.1_1,PF00696.31
JAGOBX010000107.1_2,PF00892.23
JAGOBX010000111.1_5,PF02686.18
JAGOBX010000112.1_7,PF01937.22
JAGOBX010000118.1_1,PF00575.26
JAGOBX010000120.1_4,PF01553.24
JAGOBX010000133.1_7,PF01990.20
JAGOBX010000142.1_8,PF03840.17
JAGOBX010000144.1_4,PF07388.14
JAGOBX010000162.1_2,PF13749.9
JAGOBX010000167.1_4,PF02684.18
JAGOBX010000178.1_1,PF01520.21
JAGOBX010000231.1_3,PF13366.9
JAGOBX010000237.1_3,PF04011.15
JAGOBX010000251.1_2,PF02321.21
JAGOBX010000254.1_4,PF01061.27
JAGOBX010000285.1_5,PF12836.10
JAGOBX010000292.1_3,PF03668.18
JAGOBX010000004.1_7,PF13144.9
JAGOBX010000005.1_14,PF03793.22
JAGOBX010000315.1_3,PF02582.17
JAGOBX010000329.1_1,PF00403.29
JAGOBX010000336.1_2,PF06182.14
JAGOBX010000008.1_4,PF00990.24
JAGOBX010000353.1_2,PF00975.23
JAGOBX010000353.1_5,PF04338.15
JAGOBX010000359.1_2,PF13937.9
JAGOBX010000359.1_3,PF00474.20
JAGOBX010000009.1_12,PF00861.25
JAGOBX010000395.1_5,PF00005.30
JAGOBX010000398.1_3,PF00171.25
JAGOBX010000414.1_3,PF03773.16
JAGOBX010000427.1_1,PF03309.17
JAGOBX010000431.1_3,PF00882.21
JAGOBX010000431.1_4,PF00027.32
JAGOBX010000434.1_5,PF00072.27
JAGOEH010000063.1_3,PF00291.28
JAGOEH010000063.1_9,PF00015.24
JAGOEH010000065.1_4,PF12118.11
JAGOEH010000297.1_1,PF00207.25
JAGOEH010000066.1_2,PF18990.3
JAGOEH010000307.1_2,PF13490.9
JAGOEH010000069.1_13,PF13643.9
JAGOEH010000071.1_14,PF01632.22
JAGOEH010000073.1_8,PF02579.20
JAGOEH010000074.1_3,PF03099.22
JAGOEH010000075.1_11,PF19451.2
JAGOEH010000077.1_10,PF02606.17
JAGOEH010000080.1_5,PF01783.26
JAGOEH010000345.1_2,PF07676.15
JAGOEH010000346.1_1,PF04893.20
JAGOEH010000089.1_1,PF01235.20
JAGOEH010000094.1_5,PF04794.15
JAGOEH010000095.1_15,PF00111.30
JAGOEH010000096.1_5,PF00687.24
JAGOEH010000096.1_9,PF00471.23
JAGOEH010000004.1_9,PF01145.28
JAGOEH010000099.1_8,PF00155.24
JAGOEH010000100.1_1,PF00343.23
JAGOEH010000100.1_4,PF01740.24
JAGOEH010000100.1_7,PF00164.28
JAGOEH010000103.1_4,PF01649.21
JAGOEH010000007.1_2,PF05258.15
JAGOEH010000007.1_32,PF00535.29
JAGOEH010000007.1_33,PF00884.26
JAGOEH010000129.1_4,PF03547.21
JAGOEH010000130.1_4,PF01063.22
JAGOEH010000132.1_2,PF07075.14
JAGOEH010000138.1_6,PF01740.24
JAGOEH010000155.1_9,PF00828.22
JAGOEH010000157.1_6,PF04277.16
JAGOEH010000159.1_3,PF02518.29
JAGOEH010000011.1_14,PF09723.13
JAGOEH010000162.1_16,PF00347.26
JAGOEH010000012.1_23,PF00873.22
JAGOEH010000013.1_13,PF01515.22
JAGOEH010000013.1_24,PF14103.9
JAGOEH010000173.1_3,PF02163.25
JAGOEH010000016.1_10,PF00588.22
JAGOEH010000016.1_12,PF05683.15
JAGOEH010000186.1_5,PF17963.4
JAGOEH010000189.1_1,PF07504.16
JAGOEH010000193.1_1,PF04055.24
JAGOEH010000199.1_1,PF01261.27
JAGOEH010000019.1_12,PF02609.19
JAGOEH010000202.1_2,PF19572.2
JAGOEH010000206.1_1,PF02518.29
JAGOEH010000023.1_15,PF01066.24
JAGOEH010000023.1_17,PF01259.21
JAGOEH010000024.1_23,PF04055.24
JAGOEH010000209.1_4,PF19572.2
JAGOEH010000027.1_5,PF07715.18
JAGOEH010000031.1_15,PF13472.9
JAGOEH010000222.1_3,PF01063.22
JAGOEH010000225.1_4,PF02508.17
JAGOEH010000232.1_6,PF03544.17
JAGOEH010000038.1_8,PF00144.27
JAGOEH010000043.1_6,PF13083.9
JAGOEH010000043.1_15,PF01259.21
JAGOEH010000045.1_10,PF00753.30
JAGOEH010000045.1_17,PF19762.2
JAGOEH010000047.1_11,PF05228.16
JAGOEH010000270.1_4,PF01012.24
JAGOEH010000054.1_10,PF05015.16
JAGOEH010000056.1_6,PF09335.14
JAGOEH010000061.1_1,PF13860.9
JAGOEH010000287.1_2,PF01165.23
JAGOEH010000062.1_5,PF01451.24
JAHJDO010000153.1_4,PF17676.4
JAHJDO010000067.1_9,PF17132.7
JAHJDO010000068.1_7,PF00226.34
JAHJDO010000071.1_19,PF00861.25
JAHJDO010000072.1_7,PF13365.9
JAHJDO010000075.1_26,PF02386.19
JAHJDO010000076.1_6,PF13385.9
JAHJDO010000076.1_10,PF04909.17
JAHJDO010000076.1_18,PF02674.19
JAHJDO010000085.1_1,PF13620.9
JAHJDO010000089.1_39,PF11680.11
JAHJDO010000096.1_9,PF01522.24
JAHJDO010000096.1_11,PF01791.12
JAHJDO010000005.1_6,PF01261.27
JAHJDO010000005.1_38,PF01207.20
JAHJDO010000005.1_46,PF13338.9
JAHJDO010000098.1_9,PF12228.11
JAHJDO010000099.1_11,PF00482.26
JAHJDO010000100.1_3,PF01496.22
JAHJDO010000101.1_28,PF01075.20
JAHJDO010000101.1_53,PF01208.20
JAHJDO010000102.1_3,PF00682.22
JAHJDO010000103.1_25,PF00551.22
JAHJDO010000103.1_36,PF01408.25
JAHJDO010000103.1_37,PF01208.20
JAHJDO010000103.1_48,PF06144.16
JAHJDO010000106.1_10,PF09411.13
JAHJDO010000108.1_8,PF09723.13
JAHJDO010000109.1_10,PF00829.24
JAHJDO010000109.1_32,PF01300.21
JAHJDO010000109.1_33,PF01208.20
JAHJDO010000109.1_39,PF01261.27
JAHJDO010000009.1_2,PF01475.22
JAHJDO010000009.1_5,PF04023.17
JAHJDO010000119.1_22,PF04055.24
JAHJDO010000119.1_34,PF00155.24
JAHJDO010000119.1_58,PF00677.20
JAHJDO010000121.1_2,PF00348.20
JAHJDO010000123.1_6,PF01361.24
JAHJDO010000126.1_19,PF01425.24
JAHJDO010000127.1_23,PF01184.22
JAHJDO010000127.1_62,PF01487.18
JAHJDO010000130.1_29,PF04973.15
JAHJDO010000132.1_7,PF02915.20
JAHJDO010000134.1_3,PF04962.15
JAHJDO010000134.1_32,PF12728.10
JAHJDO010000134.1_46,PF01165.23
JAHJDO010000011.1_23,PF04350.16
JAHJDO010000011.1_29,PF10034.12
JAHJDO010000135.1_2,PF07238.17
JAHJDO010000135.1_5,PF13411.9
JAHJDO010000136.1_8,PF02675.18
JAHJDO010000136.1_12,PF03279.16
JAHJDO010000167.1_4,PF13481.9
JAHJDO010000139.1_6,PF00227.29
JAHJDO010000140.1_37,PF06386.14
JAHJDO010000140.1_44,PF00121.21
JAHJDO010000025.1_13,PF08334.14
JAHJDO010000026.1_3,PF00596.24
JAHJDO010000026.1_15,PF01850.24
JAHJDO010000029.1_3,PF08899.14
JAHJDO010000031.1_5,PF00589.25
JAHJDO010000032.1_19,PF02913.22
JAHJDO010000033.1_31,PF01408.25
JAHJDO010000033.1_56,PF01522.24
JAHJDO010000033.1_72,PF00697.25
JAHJDO010000043.1_7,PF13472.9
JAHJDO010000044.1_8,PF02775.24
JAHJDO010000045.1_6,PF01402.24
JAHJDO010000045.1_13,PF11663.11
JAHJDO010000049.1_9,PF03030.19
JAHJDO010000052.1_4,PF01618.19
JAHJDO010000052.1_19,PF01632.22
JAHJDO010000150.1_4,PF00589.25
JAHJDO010000058.1_1,PF13709.9
JAHJDO010000062.1_9,PF00398.23
JAHJDO010000062.1_11,PF05164.16
BDTM01000015.1_36,PF03793.22
BDTM01000016.1_87,PF00459.28
BDTM01000016.1_100,PF00118.27
BDTM01000017.1_11,PF04773.16
BDTM01000018.1_15,PF00149.31
BDTM01000030.1_4,PF06114.16
BDTM01000031.1_28,PF13711.9
BDTM01000035.1_20,PF00121.21
BDTM01000035.1_25,PF04015.15
BDTM01000035.1_55,PF07949.15
BDTM01000036.1_24,PF07690.19
BDTM01000037.1_1,PF10459.12
BDTM01000039.1_18,PF02350.22
BDTM01000040.1_47,PF03130.19
BDTM01000041.1_19,PF00764.22
BDTM01000042.1_13,PF01643.20
BDTM01000048.1_54,PF00625.24
BDTM01000051.1_11,PF00217.22
BDTM01000051.1_33,PF04358.16
BDTM01000052.1_34,PF18882.3
BDTM01000053.1_5,PF00589.25
BDTM01000055.1_4,PF02073.18
BDTM01000067.1_4,PF07075.14
BDTM01000073.1_2,PF01597.22
BDTM01000073.1_7,PF07998.14
BDTM01000080.1_2,PF13424.9
BDTM01000080.1_3,PF08867.14
BDTM01000085.1_10,PF07676.15
BDTM01000087.1_6,PF18917.3
BDTM01000089.1_5,PF09851.12
BDTM01000107.1_1,PF13335.9
BDTM01000113.1_5,PF01121.23
BDTM01000114.1_16,PF00936.22
BDTM01000119.1_1,PF00871.20
BDTM01000128.1_14,PF01594.19
BDTM01000128.1_80,PF04166.15
BDTM01000128.1_142,PF02631.19
BDTM01000128.1_156,PF00436.28
BDTM01000139.1_15,PF02591.18
BDTM01000141.1_8,PF03748.17
BDTM01000142.1_25,PF00886.22
DREG01000002.1_9,PF06177.14
DREG01000020.1_5,PF20094.2
DREG01000021.1_4,PF02405.19
DREG01000042.1_13,PF00861.25
DREG01000080.1_4,PF00420.27
DREG01000082.1_4,PF01841.22
DREG01000085.1_3,PF02666.18
DREG01000085.1_10,PF01425.24
DREG01000094.1_1,PF07705.14
DREG01000177.1_8,PF00474.20
DREG01000206.1_7,PF00753.30
DREG01000209.1_2,PF04773.16
DREG01000222.1_11,PF00814.28
DREG01000232.1_4,PF13419.9
DREG01000254.1_4,PF01208.20
DREG01000268.1_1,PF03060.18
DREG01000273.1_9,PF04008.17
DREG01000291.1_1,PF01464.23
DREG01000341.1_12,PF00691.23
DREG01000353.1_3,PF01075.20
DREG01000360.1_4,PF01814.26
DREG01000367.1_3,PF08902.14
DREG01000391.1_2,PF19620.2
DREG01000393.1_5,PF01928.24
DREG01000397.1_9,PF07947.17
DREG01000402.1_1,PF02954.22
DREG01000422.1_5,PF02472.19
DREG01000444.1_2,PF00543.25
DREG01000451.1_2,PF04893.20
DREG01000458.1_5,PF02660.18
DREG01000462.1_6,PF04794.15
DREG01000464.1_1,PF00474.20
DREG01000466.1_6,PF19313.2
DCUM01000209.1_12,PF01741.21
DCUM01000100.1_2,PF01040.21
DCUM01000100.1_3,PF14249.9
DCUM01000089.1_7,PF00474.20
DCUM01000015.1_2,PF03706.16
DCUM01000151.1_8,PF00027.32
DCUM01000087.1_12,PF04039.16
DCUM01000122.1_5,PF04143.17
DCUM01000030.1_2,PF00535.29
DCUM01000053.1_1,PF07944.15
DCUM01000076.1_23,PF04951.16
DCUM01000092.1_4,PF02518.29
DCUM01000007.1_1,PF02515.20
DCUM01000207.1_12,PF00550.28
DCUM01000176.1_14,PF01594.19
DCUM01000157.1_3,PF00072.27
DCUM01000011.1_4,PF10011.12
DCUM01000235.1_6,PF02901.18
DCUM01000054.1_6,PF07670.17
DCUM01000066.1_14,PF00005.30
DCUM01000219.1_24,PF01699.27
DCUM01000069.1_47,PF02445.19
DCUM01000014.1_11,PF00246.27
DCUM01000008.1_22,PF01628.24
DCUM01000008.1_23,PF01025.22
DCUM01000174.1_23,PF04015.15
DCUM01000090.1_23,PF01515.22
DCUM01000090.1_40,PF01257.22
DCUM01000204.1_47,PF00815.23
DCUM01000020.1_17,PF07690.19
DCUM01000020.1_33,PF00809.25
DCUM01000203.1_24,PF00828.22
DCUM01000203.1_33,PF00238.22
DCUM01000102.1_12,PF01075.20
DCUM01000126.1_2,PF01066.24
DCUM01000198.1_1,PF03372.26
DCUM01000042.1_2,PF00246.27
DCUM01000173.1_1,PF18962.3
DCUM01000252.1_4,PF00294.27
DCUM01000252.1_18,PF01066.24
DCUM01000232.1_20,PF07676.15
DCUM01000062.1_2,PF14371.9
WFTM01000007.1_6,PF00488.24
WFTM01000015.1_3,PF07238.17
WFTM01000021.1_1,PF18962.3
WFTM01000023.1_17,PF00344.23
WFTM01000027.1_2,PF01627.26
WFTM01000034.1_2,PF01702.21
WFTM01000046.1_18,PF03477.19
WFTM01000078.1_2,PF01229.20
WFTM01000080.1_1,PF01177.25
WFTM01000081.1_4,PF01553.24
WFTM01000100.1_5,PF04892.15
WFTM01000108.1_14,PF10825.11
WFTM01000110.1_3,PF02623.18
WFTM01000117.1_7,PF00584.23
WFTM01000117.1_12,PF02542.19
WFTM01000125.1_7,PF05721.16
WFTM01000151.1_7,PF08811.14
WFTM01000176.1_5,PF01951.19
WFTM01000176.1_10,PF01554.21
WFTM01000181.1_4,PF09424.13
WFTM01000186.1_9,PF07980.14
WFTM01000188.1_1,PF01520.21
WFTM01000188.1_11,PF02616.17
WFTM01000190.1_3,PF12770.10
WFTM01000194.1_2,PF04350.16
WFTM01000223.1_3,PF13231.9
WFTM01000243.1_5,PF02082.23
WFTM01000266.1_1,PF01012.24
WFTM01000267.1_5,PF13490.9
WFTM01000294.1_8,PF07638.14
WFTM01000305.1_4,PF00551.22
WFTM01000311.1_2,PF08308.14
WFTM01000339.1_6,PF05597.14
WFTM01000339.1_12,PF11141.11
WFTM01000345.1_1,PF02411.18
WFTM01000357.1_4,PF00581.23
WFTM01000359.1_3,PF13795.9
WFTM01000365.1_5,PF01300.21
WFTM01000374.1_5,PF00962.25
WFTM01000379.1_1,PF02163.25
WFTM01000413.1_2,PF03781.19
WFTM01000433.1_4,PF01618.19
WFTM01000433.1_35,PF01063.22
WFTM01000444.1_11,PF04028.16
WFTM01000452.1_16,PF01553.24
WFTM01000455.1_11,PF00574.26
WFTM01000464.1_1,PF01769.19
WFTM01000486.1_2,PF01040.21
JADJYS010000001.1_105,PF00156.30
JADJYS010000001.1_311,PF01554.21
JADJYS010000001.1_315,PF06182.14
JADJYS010000001.1_319,PF02073.18
JADJYS010000001.1_322,PF01039.25
JADJYS010000001.1_391,PF01250.20
JADJYS010000001.1_399,PF05036.16
JADJYS010000001.1_503,PF01202.25
JADJYS010000002.1_112,PF00596.24
JADJYS010000002.1_185,PF00294.27
JADJYS010000002.1_396,PF02606.17
JADJYS010000004.1_194,PF02492.22
JADJYS010000005.1_19,PF02915.20
JADJYS010000006.1_14,PF07940.16
JADJYS010000006.1_142,PF00814.28
JADJYS010000007.1_6,PF07638.14
JADJYS010000008.1_17,PF19863.2
JADJYS010000009.1_13,PF02669.18
JADJYS010000009.1_66,PF02082.23
JADJYS010000010.1_97,PF00912.25
JADJYS010000010.1_110,PF19313.2
JADJYS010000012.1_60,PF00710.23
JADJYS010000013.1_2,PF13401.9
JADJYS010000016.1_30,PF08002.14
JADJYS010000023.1_13,PF03781.19
JADJYS010000028.1_87,PF00754.28
JADJYS010000030.1_16,PF00202.24
JADJYS010000030.1_29,PF04264.16
JADJYS010000032.1_2,PF07690.19
JADJYS010000033.1_32,PF01257.22
JADJYS010000033.1_109,PF04224.15
JADJYS010000034.1_9,PF01844.26
JADJYS010000035.1_9,PF04357.16
JADJYS010000036.1_59,PF08212.15
JADJYS010000036.1_73,PF05681.17
JADJYS010000037.1_101,PF13860.9
PDQT01000159.1_3,PF00932.22
PDQT01000159.1_14,PF00902.21
PDQT01000130.1_2,PF00216.24
PDQT01000362.1_3,PF07885.19
PDQT01000296.1_12,PF04026.15
PDQT01000182.1_9,PF02681.17
PDQT01000098.1_1,PF02720.20
PDQT01000251.1_4,PF00496.25
PDQT01000132.1_6,PF04151.18
PDQT01000132.1_10,PF13386.9
PDQT01000269.1_1,PF13701.9
PDQT01000283.1_8,PF00119.23
PDQT01000283.1_11,PF09527.13
PDQT01000283.1_23,PF00468.20
PDQT01000253.1_3,PF00082.25
PDQT01000164.1_4,PF03975.16
PDQT01000120.1_2,PF00156.30
PDQT01000360.1_1,PF13801.9
PDQT01000038.1_2,PF00291.28
PDQT01000078.1_9,PF02082.23
PDQT01000291.1_1,PF18962.3
PDQT01000291.1_4,PF01436.24
PDQT01000180.1_7,PF13490.9
PDQT01000222.1_8,PF03773.16
PDQT01000121.1_3,PF03483.20
PDQT01000267.1_1,PF00474.20
PDQT01000290.1_2,PF01979.23
PDQT01000204.1_8,PF13860.9
PDQT01000140.1_5,PF01027.23
PDQT01000156.1_4,PF02119.19
PDQT01000179.1_7,PF00440.26
PDQT01000057.1_6,PF13690.9
PDQT01000315.1_5,PF00535.29
PDQT01000312.1_3,PF00857.23
PDQT01000127.1_2,PF01654.20
PDQT01000292.1_5,PF00344.23
PDQT01000273.1_19,PF00293.31
PDQT01000152.1_3,PF02472.19
PDQT01000152.1_21,PF02631.19
PDQT01000216.1_27,PF01052.23
PDQT01000047.1_9,PF01008.20
PDQT01000226.1_12,PF02699.18
PDQT01000226.1_13,PF01327.24
PDQT01000051.1_2,PF01642.25
PDQT01000036.1_2,PF01545.24
PDQT01000036.1_8,PF01928.24
PDQT01000257.1_1,PF13779.9
PDQT01000257.1_2,PF13709.9
PDQT01000081.1_11,PF01632.22
PDQT01000258.1_3,PF06305.14
PDQT01000197.1_8,PF13562.9
PDQT01000197.1_18,PF13391.9
PDQT01000042.1_5,PF10722.12
PDQT01000303.1_14,PF13581.9
PBWH01000025.1_25,PF07676.15
PBWH01000027.1_97,PF01557.21
PBWH01000027.1_109,PF05721.16
PBWH01000027.1_136,PF00884.26
PBWH01000006.1_325,PF01648.23
PBWH01000006.1_414,PF12904.10
PBWH01000006.1_497,PF00924.21
PBWH01000006.1_512,PF06803.15
PBWH01000006.1_556,PF03956.16
PBWH01000006.1_659,PF13369.9
PBWH01000006.1_669,PF01597.22
PBWH01000028.1_41,PF00313.25
PBWH01000028.1_70,PF02621.17
PBWH01000031.1_13,PF00248.24
PBWH01000032.1_12,PF04932.18
PBWH01000007.1_36,PF13088.9
PBWH01000007.1_181,PF00884.26
PBWH01000001.1_42,PF03745.17
PBWH01000008.1_81,PF09832.12
PBWH01000008.1_146,PF05721.16
PBWH01000008.1_149,PF16347.8
PBWH01000008.1_161,PF00886.22
PBWH01000009.1_16,PF06283.14
PBWH01000009.1_131,PF15892.8
PBWH01000009.1_136,PF09492.13
PBWH01000011.1_45,PF04338.15
PBWH01000002.1_55,PF03626.17
PBWH01000013.1_9,PF01261.27
PBWH01000014.1_93,PF06262.14
PBWH01000014.1_156,PF00885.22
PBWH01000014.1_262,PF01244.24
PBWH01000014.1_274,PF00571.31
PBWH01000015.1_27,PF03100.18
PBWH01000015.1_36,PF00701.25
PBWH01000015.1_70,PF04748.16
PBWH01000015.1_94,PF05426.15
PBWH01000016.1_65,PF14238.9
PBWH01000016.1_100,PF00831.26
PBWH01000003.1_23,PF00496.25
PBWH01000003.1_200,PF05721.16
PBWH01000003.1_208,PF00581.23
PBWH01000019.1_29,PF01985.24
PBWH01000019.1_36,PF08544.16
PBWH01000020.1_162,PF01899.19
PBWH01000020.1_166,PF20501.1
PBWH01000020.1_176,PF04542.17
PBWH01000021.1_22,PF01288.23
PBWH01000021.1_139,PF03692.18
PBWH01000005.1_14,PF05721.16
PBWH01000005.1_82,PF00293.31
PBWH01000005.1_269,PF01035.23
PBWH01000005.1_287,PF13302.10
PBWH01000005.1_457,PF02615.17
PBWH01000005.1_529,PF00884.26
PBWH01000005.1_553,PF00149.31
PBWH01000005.1_581,PF02811.22
PBWH01000023.1_77,PF00496.25
PBWH01000023.1_160,PF13505.9
PBWH01000023.1_181,PF00709.24
PBWH01000035.1_24,PF20580.1
MWCZ01000005.1_2,PF03956.16
MWCZ01000011.1_15,PF10502.12
MWCZ01000012.1_12,PF00528.25
MWCZ01000013.1_2,PF09694.13
MWCZ01000015.1_8,PF02675.18
MWCZ01000019.1_8,PF13810.9
MWCZ01000019.1_18,PF01370.24
MWCZ01000047.1_10,PF00557.27
MWCZ01000048.1_16,PF04085.17
MWCZ01000052.1_4,PF01261.27
MWCZ01000082.1_6,PF01261.27
MWCZ01000090.1_6,PF02542.19
MWCZ01000092.1_10,PF01208.20
MWCZ01000094.1_2,PF14667.9
MWCZ01000096.1_1,PF00999.24
MWCZ01000110.1_10,PF01208.20
MWCZ01000123.1_8,PF02223.20
MWCZ01000127.1_3,PF00149.31
MWCZ01000145.1_4,PF01026.24
MWCZ01000151.1_2,PF02655.17
MWCZ01000153.1_4,PF13517.9
MWCZ01000153.1_5,PF03781.19
MWCZ01000174.1_9,PF01451.24
MWCZ01000175.1_1,PF00701.25
MWCZ01000179.1_8,PF19077.3
MWCZ01000203.1_5,PF18884.3
MWCZ01000218.1_7,PF01914.20
MWCZ01000239.1_2,PF09835.12
MWCZ01000265.1_1,PF16198.8
MWCZ01000294.1_1,PF00155.24
MWCZ01000296.1_5,PF07021.15
MWCZ01000319.1_1,PF01268.22
MWCZ01000457.1_3,PF05016.18
MWCZ01000520.1_1,PF02080.24
MWCZ01000548.1_1,PF04055.24
MWCZ01000568.1_1,PF01208.20
MWCZ01000601.1_1,PF18998.3
JACQOF010000039.1_8,PF07556.14
JACQOF010000036.1_5,PF01313.22
JACQOF010000002.1_6,PF00202.24
JACQOF010000050.1_25,PF01435.21
JACQOF010000054.1_1,PF20586.1
JACQOF010000054.1_2,PF05717.16
JACQOF010000057.1_8,PF00297.25
JACQOF010000057.1_22,PF00410.22
JACQOF010000064.1_23,PF07690.19
JACQOF010000067.1_1,PF02518.29
JACQOF010000085.1_14,PF09827.12
JACQOF010000076.1_5,PF03417.19
JACQOF010000086.1_10,PF00929.27
JACQOF010000092.1_7,PF00902.21
JACQOF010000087.1_3,PF01288.23
JACQOF010000087.1_7,PF00701.25
JACQOF010000087.1_11,PF00764.22
JACQOF010000093.1_4,PF00589.25
JACQOF010000093.1_28,PF01925.22
JACQOF010000100.1_3,PF00936.22
JACQOF010000097.1_31,PF13186.9
JACQOF010000097.1_40,PF04055.24
JACQOF010000097.1_84,PF13711.9
JACQOF010000098.1_13,PF01791.12
JACQOF010000098.1_34,PF03551.17
JACQOF010000106.1_12,PF02653.19
JACQOF010000107.1_9,PF01743.23
JACQOF010000117.1_14,PF00494.22
JACQOF010000112.1_13,PF00027.32
JACQOF010000112.1_18,PF00160.24
JACQOF010000120.1_6,PF00355.29
JACQOF010000119.1_13,PF00005.30
JACQOF010000138.1_1,PF00759.22
JACQOF010000126.1_21,PF00437.23
JACQOF010000126.1_24,PF07811.15
JACQOF010000127.1_11,PF00817.23
JACQOF010000127.1_74,PF01625.24
JACQOF010000127.1_164,PF00625.24
JACQOF010000133.1_13,PF00313.25
JACQOF010000010.1_5,PF13744.9
JACQOF010000134.1_16,PF01384.23
JACQOF010000145.1_15,PF03741.19
JACQOF010000146.1_2,PF03687.16
JACQOF010000012.1_26,PF00155.24
JACQOF010000001.1_11,PF00871.20
JACQOF010000017.1_26,PF01264.24
JACQOF010000021.1_1,PF01936.21
JACQOF010000026.1_12,PF02572.18
MFPR01000001.1_79,PF00936.22
MFPR01000001.1_118,PF00771.23
MFPR01000001.1_131,PF01467.29
MFPR01000001.1_193,PF01977.19
MFPR01000001.1_226,PF00437.23
MFPR01000001.1_265,PF04371.18
MFPR01000004.1_6,PF19502.2
MFPR01000004.1_114,PF01521.23
MFPR01000004.1_115,PF01592.19
MFPR01000004.1_187,PF04932.18
MFPR01000004.1_249,PF01951.19
MFPR01000004.1_283,PF13231.9
MFPR01000004.1_379,PF02033.21
MFPR01000005.1_1,PF07935.14
MFPR01000006.1_6,PF00437.23
MFPR01000008.1_4,PF00571.31
