genome_accession,protein_id,category
GB_GCA_018812485.1,JAHJDO010000041.1_8,dark_negative
GB_GCA_013360195.1,JABWCQ010000002.1_325,dark_negative
RS_GCF_002368095.1,NZ_AP018227.1_6801,dark_negative
GB_GCA_014649295.1,BMST01000008.1_141,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_2691,dark_negative
GB_GCA_014584345.1,JACTNB010000016.1_97,dark_negative
GB_GCA_018817405.1,JAHITZ010000032.1_45,dark_negative
GB_GCA_015064505.1,SVSB01000009.1_27,dark_negative
GB_GCA_014360585.1,JACIXG010000031.1_57,dark_negative
GB_GCA_002686955.1,NYZA01000176.1_11,dark_negative
GB_GCA_005880055.1,VBJS01000009.1_9,dark_negative
GB_GCA_018812485.1,JAHJDO010000076.1_30,dark_negative
GB_GCA_016719645.1,JADJYS010000036.1_50,dark_negative
GB_GCA_002084765.1,NBMB01000035.1_19,dark_negative
GB_GCA_016934335.1,JAFGTC010000139.1_11,dark_negative
GB_GCA_012520995.1,JAAYNI010000067.1_138,dark_negative
GB_GCA_014360495.1,JACIXR010000007.1_8,dark_negative
GB_GCA_002428445.1,DIWJ01000098.1_52,dark_negative
GB_GCA_002371675.1,DFGE01000022.1_77,dark_negative
GB_GCA_016192885.1,JACPTH010000181.1_7,dark_negative
GB_GCA_001798265.1,MGRR01000087.1_7,dark_negative
GB_GCA_003135055.1,PLDF01000366.1_3,dark_negative
GB_GCA_003135055.1,PLDF01000259.1_9,dark_negative
GB_GCA_014728785.1,WJKZ01000128.1_9,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000003.1_319,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000013.1_67,dark_negative
RS_GCF_000224415.1,NZ_AFXQ01000006.1_81,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000002.1_90,dark_negative
GB_GCA_017642425.1,JAGCPB010000072.1_3,dark_negative
RS_GCF_003258705.1,NZ_CP029480.1_290,dark_negative
GB_GCA_017468685.1,JAFUHT010000018.1_4,dark_negative
RS_GCF_016786325.1,NZ_JADWYU010000106.1_1,dark_negative
GB_GCA_014189675.1,DVAE01000033.1_4,dark_negative
GB_GCA_002313925.1,DCAZ01000131.1_4,dark_negative
GB_GCA_001462235.1,LIUI01000044.1_11,dark_negative
GB_GCA_903905455.1,CAIVGN010000098.1_68,dark_negative
GB_GCA_012719415.1,JAAYAK010000068.1_23,dark_negative
GB_GCA_903888645.1,CAISUK010000225.1_9,dark_negative
GB_GCA_002686955.1,NYZA01000218.1_2,dark_negative
GB_GCA_018812345.1,JAHJDR010000163.1_6,dark_negative
RS_GCF_002993335.1,NZ_PVNS01000008.1_92,dark_negative
GB_GCA_016235085.1,JACRMA010000005.1_14,dark_negative
GB_GCA_013112635.1,JABFGF010000004.1_296,dark_negative
GB_GCA_002789275.1,PFSX01000043.1_3,dark_negative
GB_GCA_000496215.1,KI543185.1_9,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000003.1_575,dark_negative
GB_GCA_003695505.1,RFIY01000237.1_4,dark_negative
GB_GCA_017999075.1,JAGOBX010000120.1_6,dark_negative
RS_GCF_000284335.1,NC_017096.1_1106,dark_negative
RS_GCF_001427125.1,NZ_LMGK01000026.1_129,dark_negative
GB_GCA_003162055.1,PMNA01000022.1_93,dark_negative
GB_GCA_003557545.1,PWOD01000130.1_7,dark_negative
GB_GCA_016931385.1,JAFGEV010000323.1_28,dark_negative
GB_GCA_012515635.1,JAAYXZ010000054.1_1,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000005.1_275,dark_negative
GB_GCA_014376325.1,JACMRP010000143.1_13,dark_negative
GB_GCA_017442645.1,JAFRZH010000013.1_6,dark_negative
GB_GCA_001462235.1,LIUI01000057.1_3,dark_negative
GB_GCA_016930695.1,JAFGGD010000010.1_13,dark_negative
GB_GCA_016926495.1,JAFGOL010000036.1_4,dark_negative
RS_GCF_016786325.1,NZ_JADWYU010000085.1_78,dark_negative
GB_GCA_003136635.1,PLFD01000047.1_7,dark_negative
GB_GCA_016192455.1,JACPUC010000006.1_69,dark_negative
GB_GCA_902780505.1,CACZFN010000017.1_64,dark_negative
GB_GCA_016840385.1,JAEOSL010000144.1_4,dark_negative
GB_GCA_013360215.1,JABWCP010000009.1_96,dark_negative
GB_GCA_001791795.1,MGFH01000016.1_5,dark_negative
GB_GCA_015520145.1,WAQR01000241.1_1,dark_negative
GB_GCA_018830205.1,JAHJSX010000199.1_2,dark_negative
GB_GCA_002402105.1,NVVD01000015.1_52,dark_negative
GB_GCA_016933595.1,JAFGAQ010000026.1_1,dark_negative
GB_GCA_015520115.1,WAQS01000306.1_1,dark_negative
GB_GCA_016190245.1,JACPQY010000067.1_26,dark_negative
GB_GCA_016867655.1,VGJA01000019.1_11,dark_negative
GB_GCA_017453205.1,JAFTKO010000025.1_72,dark_negative
GB_GCA_013139905.1,WSZW01000138.1_2,dark_negative
RS_GCF_018131225.1,NZ_JAFCMM010000007.1_207,dark_negative
RS_GCF_003444775.1,NZ_CP021082.1_107,dark_negative
RS_GCF_006538365.1,NZ_BJKN01000003.1_307,dark_negative
RS_GCF_000382385.1,NZ_KB908352.1_12,dark_negative
RS_GCF_015234215.1,NZ_JADEKP010000001.1_89,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000005.1_310,dark_negative
GB_GCA_003220435.1,QHSL01000060.1_77,dark_negative
GB_GCA_011388515.1,DRUE01000048.1_10,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000013.1_186,dark_negative
GB_GCA_900539505.1,UQCL01000001.1_5,dark_negative
GB_GCA_013425335.1,JACCLG010000025.1_46,dark_negative
GB_GCA_910587075.1,CAJUKE010000006.1_49,dark_negative
GB_GCA_016213555.1,JACRAC010000014.1_9,dark_negative
GB_GCA_008080745.1,SHMX01000001.1_538,dark_negative
GB_GCA_003551625.1,PUNC01000152.1_10,dark_negative
GB_GCA_012517325.1,JAAYVF010000004.1_5,dark_negative
GB_GCA_001784175.1,MFPR01000028.1_150,dark_negative
GB_GCA_007118855.1,SKQU01000349.1_1,dark_negative
RS_GCF_000763315.1,NZ_JPST01000036.1_74,dark_negative
GB_GCA_902800055.1,CADCCW010000028.1_31,dark_negative
GB_GCA_003599815.1,QZJZ01000102.1_1,dark_negative
GB_GCA_003151665.1,PLYD01000176.1_24,dark_negative
GB_GCA_016190025.1,JACPRG010000006.1_16,dark_negative
GB_GCA_001303705.1,LJUI01000007.1_35,dark_negative
GB_GCA_000224475.1,CP002988.1_896,dark_negative
GB_GCA_003554345.1,PWGE01000211.1_8,dark_negative
GB_GCA_001778355.1,MFGS01000153.1_9,dark_negative
GB_GCA_003136635.1,PLFD01000005.1_7,dark_negative
RS_GCF_000185805.1,NC_014926.1_851,dark_negative
RS_GCF_900217235.1,NZ_LT907975.1_1134,dark_negative
GB_GCA_017442645.1,JAFRZH010000033.1_7,dark_negative
GB_GCA_015523055.1,WALD01000014.1_4,dark_negative
GB_GCA_017997825.1,JAGOEH010000123.1_1,dark_negative
GB_GCA_002697225.1,NZUQ01000163.1_10,dark_negative
GB_GCA_016713535.1,JADJOY010000009.1_231,dark_negative
GB_GCA_007136595.1,SLGQ01000118.1_4,dark_negative
GB_GCA_903905455.1,CAIVGN010000129.1_64,dark_negative
GB_GCA_002791805.1,PFND01000030.1_12,dark_negative
GB_GCA_015520115.1,WAQS01000056.1_6,dark_negative
GB_GCA_016281925.1,JAEEJP010000113.1_14,dark_negative
RS_GCF_017377745.1,NZ_JAFVMG010000004.1_113,dark_negative
GB_GCA_011388515.1,DRUE01000273.1_1,dark_negative
GB_GCA_001462235.1,LIUI01000011.1_42,dark_negative
GB_GCA_016180645.1,JACPAV010000028.1_41,dark_negative
GB_GCA_003159495.1,PLPI01000002.1_12,dark_negative
GB_GCA_001797335.1,MGPE01000006.1_129,dark_negative
GB_GCA_005777235.1,SXND01000079.1_16,dark_negative
GB_GCA_003009815.1,PXPD01000048.1_6,dark_negative
GB_GCA_019239955.1,JAFAZD010000151.1_4,dark_negative
GB_GCA_016281925.1,JAEEJP010000038.1_7,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000006.1_283,dark_negative
GB_GCA_014584345.1,JACTNB010000013.1_506,dark_negative
GB_GCA_905479535.1,CAJQMW010000518.1_2,dark_negative
GB_GCA_014728185.1,WJMB01000202.1_3,dark_negative
GB_GCA_018812485.1,JAHJDO010000032.1_8,dark_negative
GB_GCA_013112635.1,JABFGF010000001.1_880,dark_negative
GB_GCA_017538635.1,JAFYIM010000373.1_1,dark_negative
GB_GCA_002869225.1,PKTG01000103.1_1,dark_negative
GB_GCA_003663585.1,QMTU01000006.1_5,dark_negative
GB_GCA_016934125.1,JAFGTL010000611.1_5,dark_negative
GB_GCA_019232725.1,JAFANK010000301.1_2,dark_negative
GB_GCA_013360215.1,JABWCP010000044.1_9,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_7930,dark_negative
GB_GCA_002403115.1,DHHE01000083.1_19,dark_negative
GB_GCA_009779835.1,WRBD01000020.1_35,dark_negative
RS_GCF_000763315.1,NZ_JPST01000076.1_2,dark_negative
RS_GCF_003444775.1,NZ_CP021082.1_578,dark_negative
GB_GCA_017848075.1,JAGALG010000246.1_5,dark_negative
GB_GCA_016933315.1,JAFGBE010000038.1_6,dark_negative
GB_GCA_016235085.1,JACRMA010000010.1_20,dark_negative
RS_GCF_001647085.1,NZ_CP015520.1_923,dark_negative
GB_GCA_002501535.1,DLTY01000002.1_24,dark_negative
GB_GCA_013373375.1,JABXHY010000033.1_17,dark_negative
GB_GCA_002869225.1,PKTG01000122.1_17,dark_negative
GB_GCA_001797815.1,MGQK01000094.1_26,dark_negative
GB_GCA_016932385.1,JAFGCY010000016.1_21,dark_negative
GB_GCA_001791795.1,MGFH01000225.1_12,dark_negative
GB_GCA_015485525.1,WFTM01000337.1_7,dark_negative
GB_GCA_011362355.1,DSUT01000128.1_6,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000002.1_414,dark_negative
GB_GCA_003485015.1,DNCN01000148.1_8,dark_negative
GB_GCA_902780505.1,CACZFN010000026.1_49,dark_negative
GB_GCA_003551625.1,PUNC01000126.1_2,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000039.1_51,dark_negative
GB_GCA_000739515.1,DF820456.1_501,dark_negative
GB_GCA_016783505.1,JADHWK010000016.1_35,dark_negative
GB_GCA_002869015.1,PKTT01000029.1_43,dark_negative
RS_GCF_018614775.1,NZ_JAGGOF010000044.1_115,dark_negative
GB_GCA_002780065.1,PEWQ01000043.1_10,dark_negative
GB_GCA_903821905.1,CAIJMQ010000052.1_1,dark_negative
GB_GCA_016931355.1,JAFGEX010000330.1_6,dark_negative
GB_GCA_018812585.1,JAHJDJ010000274.1_7,dark_negative
GB_GCA_000739515.1,DF820460.1_95,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_1027,dark_negative
GB_GCA_016278715.1,JADQBH010000120.1_28,dark_negative
GB_GCA_012514925.1,JAAYZI010000079.1_4,dark_negative
GB_GCA_011343225.1,DTOT01000008.1_56,dark_negative
GB_GCA_000496215.1,KI543196.1_4,dark_negative
GB_GCA_016867715.1,VGIW01000076.1_1,dark_negative
GB_GCA_016180645.1,JACPAV010000008.1_61,dark_negative
GB_GCA_017442645.1,JAFRZH010000028.1_7,dark_negative
GB_GCA_004558035.1,SFEJ01000014.1_56,dark_negative
GB_GCA_002686955.1,NYZA01000063.1_4,dark_negative
GB_GCA_016931415.1,JAFGEW010000099.1_39,dark_negative
GB_GCA_003151665.1,PLYD01000078.1_19,dark_negative
GB_GCA_003133265.1,PKWQ01000242.1_5,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000002.1_504,dark_negative
GB_GCA_001873945.1,MNYI01000124.1_12,dark_negative
GB_GCA_001784175.1,MFPR01000038.1_16,dark_negative
GB_GCA_011047235.1,DSNN01000019.1_4,dark_negative
GB_GCA_016719645.1,JADJYS010000013.1_10,dark_negative
GB_GCA_017442645.1,JAFRZH010000013.1_32,dark_negative
GB_GCA_003551625.1,PUNC01000090.1_7,dark_negative
GB_GCA_015064505.1,SVSB01000004.1_54,dark_negative
GB_GCA_016931385.1,JAFGEV010000094.1_1,dark_negative
GB_GCA_014523495.1,JAATVM010000186.1_18,dark_negative
GB_GCA_016713535.1,JADJOY010000018.1_141,dark_negative
GB_GCA_003135055.1,PLDF01000473.1_44,dark_negative
GB_GCA_018812485.1,JAHJDO010000031.1_4,dark_negative
GB_GCA_017306015.1,JAFKJK010000018.1_57,dark_negative
RS_GCF_005217565.1,NZ_SJCO01000017.1_39,dark_negative
GB_GCA_013139905.1,WSZW01000145.1_6,dark_negative
GB_GCA_001798265.1,MGRR01000115.1_28,dark_negative
GB_GCA_002327255.1,DCUM01000113.1_19,dark_negative
RS_GCF_003992615.1,NZ_RZMY01000018.1_490,dark_negative
RS_GCF_003194625.1,NZ_QHKX01000004.1_16,dark_negative
GB_GCA_001304035.1,LJUD01000179.1_3,dark_negative
GB_GCA_000513055.1,AZYB01000019.1_6,dark_negative
GB_GCA_002686955.1,NYZA01000255.1_4,dark_negative
GB_GCA_016209155.1,JACQWU010000076.1_20,dark_negative
GB_GCA_005893275.1,VBOW01000002.1_9,dark_negative
GB_GCA_003242505.1,QGUP01000094.1_1,dark_negative
GB_GCA_017561715.1,JAFZBN010000015.1_146,dark_negative
GB_GCA_002727195.1,PBWH01000014.1_124,dark_negative
GB_GCA_008080745.1,SHMX01000004.1_63,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_9329,dark_negative
GB_GCA_011388515.1,DRUE01000291.1_8,dark_negative
RS_GCF_001647085.1,NZ_CP015520.1_1267,dark_negative
RS_GCF_006716785.1,NZ_VFPQ01000001.1_279,dark_negative
GB_GCA_005893275.1,VBOW01000074.1_7,dark_negative
GB_GCA_910586745.1,CAJUJZ010000031.1_1,dark_negative
GB_GCA_001730085.1,MDLB01000083.1_14,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000015.1_87,dark_negative
GB_GCA_001304035.1,LJUD01000156.1_2,dark_negative
RS_GCF_000523515.1,NZ_AWRU01000006.1_67,dark_negative
GB_GCA_005893275.1,VBOW01000026.1_4,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000005.1_159,dark_negative
GB_GCA_902766325.1,CACXDF010000282.1_3,dark_negative
GB_GCA_013811975.1,JACCUF010000259.1_2,dark_negative
GB_GCA_018335295.1,JAGXKI010000022.1_32,dark_negative
GB_GCA_011362355.1,DSUT01000182.1_5,dark_negative
GB_GCA_011388315.1,DRYD01000120.1_1,dark_negative
GB_GCA_002069765.1,MWBZ01000017.1_7,dark_negative
RS_GCF_002368095.1,NZ_AP018227.1_5469,dark_negative
GB_GCA_003230635.1,QIFF01000170.1_6,dark_negative
GB_GCA_013360215.1,JABWCP010000005.1_201,dark_negative
GB_GCA_018812485.1,JAHJDO010000002.1_1,dark_negative
GB_GCA_903904735.1,CAIVDM010000092.1_1,dark_negative
GB_GCA_019239955.1,JAFAZD010000272.1_3,dark_negative
GB_GCA_003151665.1,PLYD01000240.1_5,dark_negative
GB_GCA_016926495.1,JAFGOL010000133.1_3,dark_negative
GB_GCA_002482685.1,DLGL01000058.1_46,dark_negative
RS_GCF_000158275.2,NZ_CP007062.1_1667,dark_negative
GB_GCA_002345475.1,DDWC01000192.1_23,dark_negative
GB_GCA_002327255.1,DCUM01000006.1_1,dark_negative
GB_GCA_002422125.1,DITF01000183.1_1,dark_negative
GB_GCA_002747875.1,PDQT01000332.1_2,dark_negative
GB_GCA_018969115.1,JAGWYZ010000300.1_1,dark_negative
GB_GCA_016192885.1,JACPTH010000579.1_3,dark_negative
GB_GCA_018220935.1,JAAOXU010000006.1_5,dark_negative
GB_GCA_016193065.1,JACPSX010000255.1_20,dark_negative
GB_GCA_000496215.1,KI543220.1_16,dark_negative
GB_GCA_003554345.1,PWGE01000303.1_2,dark_negative
GB_GCA_016867725.1,VGIX01000080.1_1,dark_negative
RS_GCF_001561955.1,NZ_CP014223.1_1439,dark_negative
GB_GCA_001564035.1,LKMX01000010.1_21,dark_negative
RS_GCF_000314995.1,NZ_BAEO01000029.1_118,dark_negative
GB_GCA_018830205.1,JAHJSX010000115.1_1,dark_negative
GB_GCA_017613855.1,JAGACY010000259.1_1,dark_negative
GB_GCA_013360215.1,JABWCP010000001.1_8,dark_negative
GB_GCA_903888645.1,CAISUK010000394.1_2,dark_negative
GB_GCA_016213555.1,JACRAC010000034.1_14,dark_negative
RS_GCF_006538365.1,NZ_BJKN01000004.1_50,dark_negative
GB_GCA_013359265.1,JABWCD010000006.1_133,dark_negative
GB_GCA_001797335.1,MGPE01000006.1_307,dark_negative
GB_GCA_003230635.1,QIFF01000348.1_4,dark_negative
GB_GCA_011331325.1,DSSB01000527.1_6,dark_negative
GB_GCA_015520145.1,WAQR01000128.1_9,dark_negative
GB_GCA_017795025.1,CP051243.1_2774,dark_negative
RS_GCF_900142785.1,NZ_FRCD01000003.1_51,dark_negative
GB_GCA_001778355.1,MFGS01000004.1_5,dark_negative
RS_GCF_900079095.1,NZ_FKIP01000223.1_1,dark_negative
GB_GCA_007741475.1,CP036261.1_3491,dark_negative
RS_GCF_001888165.1,NZ_CP015455.1_2275,dark_negative
GB_GCA_011330975.1,DSSU01000094.1_1,dark_negative
GB_GCA_016281925.1,JAEEJP010000027.1_11,dark_negative
GB_GCA_004554205.1,SFNH01000085.1_5,dark_negative
GB_GCA_003242505.1,QGUP01000182.1_5,dark_negative
RS_GCF_001005295.1,NZ_LBMK01000001.1_344,dark_negative
GB_GCA_001004885.1,LCRX01000013.1_23,dark_negative
GB_GCA_002428445.1,DIWJ01000085.1_93,dark_negative
RS_GCF_016107545.1,NZ_JABASS010000001.1_269,dark_negative
GB_GCA_011049955.1,DRGV01000068.1_7,dark_negative
GB_GCA_902780505.1,CACZFN010000032.1_2,dark_negative
GB_GCA_016190025.1,JACPRG010000042.1_21,dark_negative
GB_GCA_002402105.1,NVVD01000011.1_70,dark_negative
GB_GCA_002780065.1,PEWQ01000130.1_8,dark_negative
GB_GCA_013002995.1,JABDLO010000324.1_1,dark_negative
GB_GCA_002084765.1,NBMB01000023.1_12,dark_negative
GB_GCA_910586315.1,CAJUIP010000012.1_47,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_1162,dark_negative
GB_GCA_001803565.1,MHDQ01000260.1_3,dark_negative
GB_GCA_016209155.1,JACQWU010000023.1_1,dark_negative
GB_GCA_011374175.1,DRUY01000122.1_12,dark_negative
GB_GCA_012744415.1,JAAYCF010000238.1_4,dark_negative
RS_GCF_000235465.1,NZ_JH378985.1_1,dark_negative
GB_GCA_016202645.1,JACQOF010000103.1_27,dark_negative
GB_GCA_016192885.1,JACPTH010000274.1_7,dark_negative
GB_GCA_900539505.1,UQCL01000018.1_13,dark_negative
GB_GCA_002313925.1,DCAZ01000087.1_3,dark_negative
GB_GCA_016744975.1,JADGDI010000045.1_30,dark_negative
GB_GCA_903905455.1,CAIVGN010000093.1_10,dark_negative
GB_GCA_019232725.1,JAFANK010000139.1_10,dark_negative
GB_GCA_012522335.1,JAAYKP010000105.1_13,dark_negative
RS_GCF_001005295.1,NZ_LBMK01000006.1_46,dark_negative
GB_GCA_002069765.1,MWBZ01000103.1_8,dark_negative
GB_GCA_002479805.1,DLPB01000007.1_82,dark_negative
GB_GCA_900555035.1,USJX01000001.1_14,dark_negative
RS_GCF_002224125.1,NZ_NCSM01000048.1_29,dark_negative
GB_GCA_016931415.1,JAFGEW010000096.1_3,dark_negative
GB_GCA_016713535.1,JADJOY010000029.1_21,dark_negative
GB_GCA_003222135.1,QHUM01000005.1_9,dark_negative
GB_GCA_011372105.1,DRTT01000068.1_1,dark_negative
GB_GCA_001603805.1,LUZY01000004.1_1,dark_negative
RS_GCF_014656295.1,NZ_BNCD01000013.1_129,dark_negative
GB_GCA_002069885.1,MWCD01000145.1_1,dark_negative
GB_GCA_018435605.1,JAHDNF010000012.1_108,dark_negative
GB_GCA_005882335.1,VBAP01000121.1_5,dark_negative
GB_GCA_011331305.1,DSSC01000013.1_84,dark_negative
GB_GCA_011330975.1,DSSU01000351.1_10,dark_negative
GB_GCA_018814265.1,JAHIZU010000085.1_3,dark_negative
GB_GCA_016931355.1,JAFGEX010000331.1_5,dark_negative
RS_GCF_002355215.1,NZ_AP014612.1_1705,dark_negative
GB_GCA_002418945.1,DIFC01000042.1_11,dark_negative
GB_GCA_005777235.1,SXND01000225.1_8,dark_negative
RS_GCF_001542625.1,NZ_CP016279.1_4621,dark_negative
GB_GCA_016288775.1,JAEELG010000016.1_21,dark_negative
GB_GCA_014896235.1,JADBKU010000023.1_227,dark_negative
GB_GCA_001784175.1,MFPR01000001.1_156,dark_negative
GB_GCA_003151665.1,PLYD01000256.1_4,dark_negative
GB_GCA_000496215.1,KI543197.1_125,dark_negative
RS_GCF_001612615.1,NZ_BDAU01000038.1_11,dark_negative
GB_GCA_016209155.1,JACQWU010000176.1_7,dark_negative
GB_GCA_017470485.1,JAFUYQ010000004.1_33,dark_negative
GB_GCA_017306015.1,JAFKJK010000023.1_65,dark_negative
RS_GCF_001647085.1,NZ_CP015520.1_1031,dark_negative
RS_GCF_016786325.1,NZ_JADWYU010000084.1_14,dark_negative
RS_GCF_900696045.1,NZ_LR216287.1_129,dark_negative
GB_GCA_002402105.1,NVVD01000009.1_33,dark_negative
GB_GCA_005788585.1,SYBY01000291.1_6,dark_negative
GB_GCA_002686915.1,NYYY01000055.1_3,dark_negative
GB_GCA_004376575.1,SOJN01000101.1_21,dark_negative
GB_GCA_015520115.1,WAQS01000250.1_9,dark_negative
GB_GCA_005777235.1,SXND01000149.1_18,dark_negative
GB_GCA_900555035.1,USJX01000018.1_1,dark_negative
GB_GCA_011525785.1,WYBT01000024.1_119,dark_negative
GB_GCA_005777235.1,SXND01000150.1_1,dark_negative
GB_GCA_016713535.1,JADJOY010000018.1_96,dark_negative
GB_GCA_016192135.1,JACPUR010000020.1_10,dark_negative
GB_GCA_000496215.1,KI543195.1_19,dark_negative
RS_GCF_000209815.1,NC_021031.1_1500,dark_negative
GB_GCA_910586745.1,CAJUJZ010000021.1_23,dark_negative
GB_GCA_002727195.1,PBWH01000035.1_46,dark_negative
GB_GCA_005893275.1,VBOW01000013.1_101,dark_negative
RS_GCF_018131225.1,NZ_JAFCMM010000004.1_165,dark_negative
GB_GCA_009692585.1,SHYX01000064.1_2,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000011.1_61,dark_negative
GB_GCA_001462235.1,LIUI01000132.1_1,dark_negative
GB_GCA_014728185.1,WJMB01000199.1_10,dark_negative
RS_GCF_000158275.2,NZ_CP007062.1_271,dark_negative
GB_GCA_011773515.1,WVXK01000114.1_49,dark_negative
GB_GCA_016180645.1,JACPAV010000051.1_4,dark_negative
GB_GCA_018062625.1,JAGORV010000002.1_70,dark_negative
GB_GCA_003598085.1,QZKU01000070.1_2,dark_negative
GB_GCA_006227105.1,SBFR01000074.1_24,dark_negative
GB_GCA_007125075.1,SLDX01000078.1_17,dark_negative
GB_GCA_002403115.1,DHHE01000150.1_6,dark_negative
GB_GCA_011040895.1,DREG01000422.1_1,dark_negative
GB_GCA_003447545.1,DLYX01000403.1_5,dark_negative
GB_GCA_015231885.1,JADGAT010000048.1_17,dark_negative
GB_GCA_018304505.1,JAGVWA010000005.1_1,dark_negative
GB_GCA_002482685.1,DLGL01000078.1_34,dark_negative
RS_GCF_900129375.1,NZ_FQVN01000013.1_99,dark_negative
GB_GCA_018894595.1,JAHIPN010000411.1_3,dark_negative
GB_GCA_017436225.1,JAFSDM010000037.1_1,dark_negative
RS_GCF_000523515.1,NZ_AWRU01000023.1_21,dark_negative
GB_GCA_002898015.1,BDTM01000110.1_4,dark_negative
GB_GCA_013285685.1,JABDHD010000141.1_5,dark_negative
GB_GCA_016934335.1,JAFGTC010000084.1_1,dark_negative
GB_GCA_011331325.1,DSSB01000563.1_1,dark_negative
GB_GCA_018812585.1,JAHJDJ010000301.1_1,dark_negative
GB_GCA_012719415.1,JAAYAK010000095.1_2,dark_negative
RS_GCF_001421565.1,NZ_LMKQ01000001.1_770,dark_negative
GB_GCA_003232385.1,QIJE01000024.1_4,dark_negative
GB_GCA_003135055.1,PLDF01000383.1_26,dark_negative
GB_GCA_002701645.1,NZWP01000016.1_14,dark_negative
GB_GCA_018664975.1,JABIXH010000080.1_2,dark_negative
GB_GCA_018812345.1,JAHJDR010000094.1_1,dark_negative
GB_GCA_016932215.1,JAFGDH010000015.1_7,dark_negative
GB_GCA_003551625.1,PUNC01000098.1_2,dark_negative
GB_GCA_903875225.1,CAIQVJ010000132.1_103,dark_negative
GB_GCA_013359335.1,JABWBZ010000017.1_8,dark_negative
GB_GCA_016176845.1,JACOWJ010000026.1_1,dark_negative
GB_GCA_016867725.1,VGIX01000020.1_24,dark_negative
GB_GCA_018969115.1,JAGWYZ010000117.1_17,dark_negative
GB_GCA_007118855.1,SKQU01000208.1_8,dark_negative
GB_GCA_017608575.1,JAFCFP010000006.1_10,dark_negative
GB_GCA_016213555.1,JACRAC010000057.1_11,dark_negative
GB_GCA_018335295.1,JAGXKI010000008.1_44,dark_negative
GB_GCA_003133265.1,PKWQ01000212.1_27,dark_negative
GB_GCA_002428445.1,DIWJ01000080.1_9,dark_negative
GB_GCA_011390735.1,JAABRV010000004.1_19,dark_negative
GB_GCA_016180645.1,JACPAV010000002.1_46,dark_negative
GB_GCA_016713535.1,JADJOY010000017.1_68,dark_negative
GB_GCA_903905455.1,CAIVGN010000224.1_64,dark_negative
GB_GCA_016209155.1,JACQWU010000012.1_1,dark_negative
GB_GCA_019232725.1,JAFANK010000302.1_5,dark_negative
GB_GCA_018725175.1,QLTX01000192.1_3,dark_negative
RS_GCF_900582195.1,NZ_UTHA01000227.1_107,dark_negative
RS_GCF_000021645.1,NC_011661.1_348,dark_negative
GB_GCA_002069885.1,MWCD01000075.1_7,dark_negative
RS_GCF_001719045.1,NZ_CP015423.1_4490,dark_negative
GB_GCA_016867715.1,VGIW01000021.1_2,dark_negative
GB_GCA_903905455.1,CAIVGN010000094.1_3,dark_negative
GB_GCA_011620345.1,WOZJ01000048.1_30,dark_negative
GB_GCA_011373345.1,DRXH01000141.1_7,dark_negative
GB_GCA_014584345.1,JACTNB010000028.1_9,dark_negative
RS_GCF_000298075.1,NZ_JH815595.1_129,dark_negative
GB_GCA_014360335.1,JACIXS010000211.1_1,dark_negative
RS_GCF_001888165.1,NZ_CP015455.1_2688,dark_negative
GB_GCA_003209055.1,QCTB01000006.1_41,dark_negative
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_2231,dark_negative
GB_GCA_903905455.1,CAIVGN010000017.1_86,dark_negative
RS_GCF_002368095.1,NZ_AP018227.1_4131,dark_negative
GB_GCA_900555035.1,USJX01000148.1_6,dark_negative
GB_GCA_016192455.1,JACPUC010000019.1_159,dark_negative
GB_GCA_016193065.1,JACPSX010000264.1_13,dark_negative
GB_GCA_002069765.1,MWBZ01000043.1_1,dark_negative
GB_GCA_000739515.1,DF820459.1_851,dark_negative
RS_GCF_002929705.1,NZ_PJIN01000067.1_1,dark_negative
GB_GCA_014360335.1,JACIXS010000019.1_1,dark_negative
RS_GCF_006538365.1,NZ_BJKN01000004.1_74,dark_negative
GB_GCA_014523495.1,JAATVM010000003.1_5,dark_negative
GB_GCA_012797915.1,JAAZOE010000042.1_1,dark_negative
GB_GCA_002428325.1,DIVR01000028.1_30,dark_negative
GB_GCA_018335295.1,JAGXKI010000048.1_11,dark_negative
GB_GCA_015520145.1,WAQR01000218.1_3,dark_negative
GB_GCA_001797815.1,MGQK01000082.1_7,dark_negative
GB_GCA_016192885.1,JACPTH010000153.1_3,dark_negative
