genome_accession,protein_id,category,emb_row,role,is_positive,phylum,length_aa,pfam_family,distance,pvalue,novelty,baseline_distance
GB_GCA_002686955.1,NYZA01000129.1_5,dark_negative,7549,query,False,Gemmatimonadota_A,317,,0.022633967456987647,0.2172660906838122,0.7827339093161878,0.022633967456987647
RS_GCF_014656295.1,NZ_BNCD01000006.1_166,dark_negative,19833,query,False,Actinobacteriota,458,,0.022634843359129065,0.2172660906838122,0.7827339093161878,0.022634843359129065
RS_GCF_000523515.1,NZ_AWRU01000012.1_96,dark_negative,22758,query,False,Bacteroidota,294,,0.022633937482615087,0.2172660906838122,0.7827339093161878,0.022633937482615087
GB_GCA_016178055.1,JACOUC010000066.1_39,dark_negative,17673,query,False,JACPWU01,74,,0.022634012012242733,0.2172660906838122,0.7827339093161878,0.022634012012242733
GB_GCA_002428445.1,DIWJ01000036.1_15,dark_negative,7144,query,False,Desulfobacterota,81,,0.02263030027183146,0.21729957805907174,0.7827004219409283,0.02263030027183146
GB_GCA_016223005.1,JACRPW010000012.1_13,dark_negative,19924,query,False,Desulfobacterota,219,,0.022631104865813278,0.21729957805907174,0.7827004219409283,0.022631104865813278
GB_GCA_018897535.1,JAHIKO010000020.1_27,dark_negative,12772,query,False,Dependentiae,61,,0.0226329651166133,0.21729957805907174,0.7827004219409283,0.0226329651166133
RS_GCF_000158275.2,NZ_CP007062.1_2113,positive,396,query,True,Fusobacteriota,199,,0.022630712040681324,0.21729957805907174,0.7827004219409283,0.022630712040681324
GB_GCA_003697105.1,RFFQ01000085.1_3,dark_negative,23255,query,False,4572-55,86,,0.022630597496919404,0.21729957805907174,0.7827004219409283,0.022630597496919404
GB_GCA_009692585.1,SHYX01000051.1_23,dark_negative,9443,query,False,Myxococcota_A,729,,0.022627132979010756,0.21736655280959083,0.7826334471904092,0.022627132979010756
GB_GCA_012516115.1,JAAYXC010000004.1_8,positive,1798,query,True,Firmicutes_G,192,,0.022626713918894613,0.21736655280959083,0.7826334471904092,0.022626713918894613
GB_GCA_014728185.1,WJMB01000170.1_9,dark_negative,32726,query,False,RBG-13-66-14,80,,0.022626332683273364,0.21740004018485026,0.7825999598151497,0.022626332683273364
GB_GCA_003135055.1,PLDF01000500.1_2,dark_negative,16932,query,False,Acidobacteriota,138,,0.02262610448251965,0.21740004018485026,0.7825999598151497,0.02262610448251965
GB_GCA_016931355.1,JAFGEX010000285.1_4,dark_negative,18313,query,False,QNDG01,274,,0.022623519769756562,0.21746701493536935,0.7825329850646306,0.022623519769756562
RS_GCF_900079095.1,NZ_FKIP01000479.1_4,positive,4048,query,True,Tectomicrobia,259,,0.02262472758241385,0.21746701493536935,0.7825329850646306,0.02262472758241385
GB_GCA_001791795.1,MGFH01000237.1_1,dark_negative,8315,query,False,Wallbacteria,468,,0.022623051043865593,0.21746701493536935,0.7825329850646306,0.022623051043865593
RS_GCF_015234215.1,NZ_JADEKP010000002.1_207,dark_negative,22578,query,False,Firmicutes_A,272,,0.02262246661740679,0.2175005023106289,0.7824994976893711,0.02262246661740679
GB_GCA_013138765.1,WTCB01000007.1_20,dark_negative,29797,query,False,EX4484-52,30,,0.022622374660770682,0.2175005023106289,0.7824994976893711,0.022622374660770682
GB_GCA_002049825.1,MVCZ01000006.1_4,dark_negative,21536,query,False,Calditrichota,332,,0.022620285870943512,0.21753398968588844,0.7824660103141116,0.022620285870943512
GB_GCA_013178255.1,JABLWY010000001.1_427,positive,1967,query,True,Coprothermobacterota,221,,0.022620873136822883,0.21753398968588844,0.7824660103141116,0.022620873136822883
GB_GCA_009777175.1,WRMI01000102.1_3,dark_negative,5781,query,False,Bacteroidota,226,,0.022620481498149058,0.21753398968588844,0.7824660103141116,0.022620481498149058
GB_GCA_008933015.1,WBXH01000006.1_13,dark_negative,30996,query,False,Verrucomicrobiota,285,,0.02261764655525338,0.21763445181166696,0.782365548188333,0.02261764655525338
RS_GCF_000763315.1,NZ_JPST01000017.1_6,dark_negative,23767,query,False,Firmicutes,166,,0.022618367759597423,0.21763445181166696,0.782365548188333,0.022618367759597423
GB_GCA_016235085.1,JACRMA010000089.1_17,dark_negative,30498,query,False,Zixibacteria,90,,0.022615113364477878,0.21783537606322412,0.7821646239367759,0.022615113364477878
GB_GCA_013139905.1,WSZW01000135.1_7,dark_negative,28601,query,False,EX4484-52,55,,0.022614347536678948,0.21786886343848366,0.7821311365615163,0.022614347536678948
RS_GCF_002368095.1,NZ_AP018227.1_4088,dark_negative,24894,query,False,Cyanobacteria,257,,0.022614149193367728,0.21793583818900275,0.7820641618109972,0.022614149193367728
GB_GCA_013359265.1,JABWCD010000035.1_2,dark_negative,7516,query,False,Hydrogenedentota,84,,0.022613904274383277,0.21793583818900275,0.7820641618109972,0.022613904274383277
RS_GCF_900290275.1,NZ_LT985323.1_187,dark_negative,22342,query,False,Bacteroidota,479,,0.022613356928084104,0.2179693255642623,0.7820306744357377,0.022613356928084104
GB_GCA_007132905.1,SLNR01000033.1_39,dark_negative,26261,query,False,SLNR01,42,,0.022613009606098487,0.21800281293952184,0.7819971870604782,0.022613009606098487
GB_GCA_902806325.1,CADCWE010000110.1_1,dark_negative,24461,query,False,Chloroflexota,35,,0.02261307315859611,0.21800281293952184,0.7819971870604782,0.02261307315859611
GB_GCA_002878375.1,NIRF01000001.1_195,dark_negative,31106,query,False,Dictyoglomota,133,,0.022613210061840073,0.21800281293952184,0.7819971870604782,0.022613210061840073
RS_GCF_005217565.1,NZ_SJCO01000001.1_198,positive,3786,query,True,Bacteroidota,210,,0.022612010522098026,0.21806978769004082,0.7819302123099592,0.022612010522098026
GB_GCA_002697225.1,NZUQ01000052.1_1,dark_negative,31875,query,False,Poribacteria,192,,0.022611943635833874,0.21806978769004082,0.7819302123099592,0.022611943635833874
GB_GCA_903821905.1,CAIJMQ010000085.1_2,positive,3127,query,True,CAIJMQ01,518,,0.022611732705921116,0.21806978769004082,0.7819302123099592,0.022611732705921116
GB_GCA_903875225.1,CAIQVJ010000028.1_174,dark_negative,10543,query,False,Myxococcota_A,82,,0.02261040798334659,0.21817024981581945,0.7818297501841805,0.02261040798334659
GB_GCA_018812485.1,JAHJDO010000131.1_5,dark_negative,12948,query,False,JAHJDO01,146,,0.022610635048882853,0.21817024981581945,0.7818297501841805,0.022610635048882853
GB_GCA_012839755.1,DUMP01000043.1_10,dark_negative,22129,query,False,DTU030,109,,0.022609259667083336,0.21817024981581945,0.7818297501841805,0.022609259667083336
GB_GCA_002727195.1,PBWH01000007.1_113,positive,953,query,True,Latescibacterota,323,,0.022609876616249403,0.21817024981581945,0.7818297501841805,0.022609876616249403
RS_GCF_004216695.1,NZ_SGXC01000002.1_311,dark_negative,8839,query,False,Proteobacteria,102,,0.02260996517120888,0.21817024981581945,0.7818297501841805,0.02260996517120888
GB_GCA_001873285.1,MNYV01000044.1_12,dark_negative,16033,query,False,CG2-30-53-67,65,,0.022609184359442414,0.218203737191079,0.781796262808921,0.022609184359442414
GB_GCA_001303705.1,LJUI01000081.1_1,dark_negative,10550,query,False,TA06,41,,0.02260899228404143,0.218203737191079,0.781796262808921,0.02260899228404143
GB_GCA_002898015.1,BDTM01000016.1_42,dark_negative,29822,query,False,JdFR-76,92,,0.02260750350393923,0.21823722456633854,0.7817627754336615,0.02260750350393923
GB_GCA_012719415.1,JAAYAK010000106.1_1,dark_negative,5984,query,False,Desulfobacterota_G,78,,0.022607532451209257,0.21823722456633854,0.7817627754336615,0.022607532451209257
GB_GCA_013002995.1,JABDLO010000383.1_5,dark_negative,26435,query,False,Bacteroidota,99,,0.02260776166680707,0.21823722456633854,0.7817627754336615,0.02260776166680707
GB_GCA_013112635.1,JABFGF010000002.1_683,dark_negative,29341,query,False,Calditrichota,97,,0.022605933181231098,0.21833768669211706,0.7816623133078829,0.022605933181231098
GB_GCA_003242505.1,QGUP01000438.1_3,dark_negative,26784,query,False,Firmicutes_E,225,,0.022605702582084986,0.21833768669211706,0.7816623133078829,0.022605702582084986
GB_GCA_902615855.1,CACMQN010000006.1_18,dark_negative,20854,query,False,Actinobacteriota,95,,0.022603099091939916,0.21847163619315513,0.7815283638068449,0.022603099091939916
GB_GCA_018969115.1,JAGWYZ010000018.1_33,dark_negative,26885,query,False,Chloroflexota,155,,0.02260388039652428,0.21847163619315513,0.7815283638068449,0.02260388039652428
GB_GCA_008080745.1,SHMX01000001.1_538,dark_negative,27825,query,False,Asgardarchaeota,111,,0.022602528883008354,0.21850512356841467,0.7814948764315853,0.022602528883008354
GB_GCA_014360465.1,JACIXQ010000008.1_17,dark_negative,5553,query,False,JACIXR01,208,,0.02260166332070137,0.21853861094367422,0.7814613890563258,0.02260166332070137
GB_GCA_001803565.1,MHDQ01000107.1_6,dark_negative,33250,query,False,Nitrospinota_B,63,,0.02260086275852884,0.21857209831893376,0.7814279016810662,0.02260086275852884
GB_GCA_016934335.1,JAFGTC010000112.1_11,dark_negative,15613,query,False,OLB16,194,,0.022600035397600936,0.2186055856941933,0.7813944143058067,0.022600035397600936
GB_GCA_017467335.1,JAFTSJ010000006.1_69,dark_negative,17556,query,False,Proteobacteria,790,,0.022599283803958103,0.2186055856941933,0.7813944143058067,0.022599283803958103
GB_GCA_011388315.1,DRYD01000080.1_1,dark_negative,33267,query,False,DRYD01,251,,0.022596405842740742,0.2186725604447124,0.7813274395552876,0.022596405842740742
GB_GCA_011047215.1,DSNQ01000019.1_15,positive,1642,query,True,DRYD01,175,,0.022597714965026737,0.2186725604447124,0.7813274395552876,0.022597714965026737
GB_GCA_002050035.1,MVCR01000049.1_1,dark_negative,6701,query,False,4484-113,400,,0.022598284680892068,0.2186725604447124,0.7813274395552876,0.022598284680892068
GB_GCA_014360335.1,JACIXS010000051.1_19,dark_negative,11112,query,False,DUMJ01,210,,0.022594241382839407,0.21883999732101,0.78116000267899,0.022594241382839407
GB_GCA_017997825.1,JAGOEH010000027.1_13,dark_negative,31091,query,False,JAGOEH01,188,,0.022594266311502964,0.21883999732101,0.78116000267899,0.022594266311502964
RS_GCF_002224125.1,NZ_NCSM01000004.1_475,dark_negative,5462,query,False,Actinobacteriota,141,,0.022593864714472046,0.21883999732101,0.78116000267899,0.022593864714472046
GB_GCA_009692585.1,SHYX01000001.1_196,dark_negative,26806,query,False,Myxococcota_A,536,,0.022590931399476787,0.21887348469626955,0.7811265153037305,0.022590931399476787
GB_GCA_003447545.1,DLYX01000193.1_7,positive,1164,query,True,Desulfobacterota_B,392,,0.02258963125760225,0.21887348469626955,0.7811265153037305,0.02258963125760225
GB_GCA_002403115.1,DHHE01000123.1_27,dark_negative,17982,query,False,Edwardsbacteria,230,,0.022590530841239454,0.21887348469626955,0.7811265153037305,0.022590530841239454
GB_GCA_002068205.1,MVZB01000191.1_1,dark_negative,17976,query,False,Sumerlaeota,227,,0.02259007405741482,0.21887348469626955,0.7811265153037305,0.02259007405741482
RS_GCF_016107545.1,NZ_JABASS010000013.1_67,dark_negative,20775,query,False,Proteobacteria,362,,0.02258706944513724,0.21890697207152898,0.781093027928471,0.02258706944513724
GB_GCA_002313925.1,DCAZ01000089.1_2,dark_negative,8590,query,False,Gemmatimonadota,545,,0.022586492451938577,0.21894045944678853,0.7810595405532115,0.022586492451938577
RS_GCF_002355215.1,NZ_AP014612.1_225,dark_negative,6150,query,False,Firmicutes,99,,0.022585370005381744,0.21897394682204807,0.7810260531779519,0.022585370005381744
GB_GCA_007118855.1,SKQU01000251.1_6,dark_negative,13714,query,False,Spirochaetota,82,,0.02258395563005644,0.21900743419730762,0.7809925658026924,0.02258395563005644
RS_GCF_000166415.1,NC_014654.1_2358,dark_negative,15043,query,False,Firmicutes_F,267,,0.022584456324165236,0.21900743419730762,0.7809925658026924,0.022584456324165236
GB_GCA_003457135.1,DMSQ01000092.1_9,dark_negative,30063,query,False,Bacteroidota,150,,0.02258375103398098,0.21904092157256716,0.7809590784274328,0.02258375103398098
GB_GCA_003235575.1,QJVW01000034.1_11,dark_negative,28412,query,False,Eisenbacteria,80,,0.02258254940609903,0.2190744089478267,0.7809255910521733,0.02258254940609903
RS_GCF_004343725.1,NZ_PTQW01000016.1_78,dark_negative,25925,query,False,Spirochaetota,43,,0.022582231816812248,0.21910789632308625,0.7808921036769138,0.022582231816812248
GB_GCA_003557545.1,PWOD01000064.1_18,dark_negative,28845,query,False,T1Sed10-126,205,,0.022581891865283032,0.21914138369834568,0.7808586163016543,0.022581891865283032
RS_GCF_900696045.1,NZ_LR216287.1_3012,dark_negative,32130,query,False,Thermoproteota,277,,0.0225805667352188,0.21917487107360523,0.7808251289263948,0.0225805667352188
GB_GCA_009777175.1,WRMI01000035.1_14,dark_negative,33890,query,False,Bacteroidota,324,,0.022580529473548272,0.21917487107360523,0.7808251289263948,0.022580529473548272
GB_GCA_011372105.1,DRTT01000029.1_4,dark_negative,13286,query,False,Aerophobota,191,,0.02258122544409098,0.21917487107360523,0.7808251289263948,0.02258122544409098
GB_GCA_000814665.1,JWIH01000025.1_704,dark_negative,20918,query,False,Proteobacteria,196,,0.022580475073426733,0.21917487107360523,0.7808251289263948,0.022580475073426733
GB_GCA_013791675.1,VMTI01000048.1_11,dark_negative,10406,query,False,CG03,167,,0.022579874794414277,0.21920835844886477,0.7807916415511352,0.022579874794414277
RS_GCF_014696925.1,NZ_JACJQY010000016.1_57,positive,3910,query,True,Cyanobacteria,561,,0.02257887832266603,0.21924184582412432,0.7807581541758757,0.02257887832266603
RS_GCF_004661485.1,NZ_PQVH01000002.1_14,dark_negative,10829,query,False,Proteobacteria,131,,0.022579132135566015,0.21924184582412432,0.7807581541758757,0.022579132135566015
GB_GCA_902575715.1,CACGSI010000018.1_11,positive,3072,query,True,SAR324,86,,0.022577501302040438,0.21934230794990284,0.7806576920500972,0.022577501302040438
GB_GCA_014584345.1,JACTNB010000028.1_57,dark_negative,7167,query,False,Planctomycetota,99,,0.02257740499947385,0.21934230794990284,0.7806576920500972,0.02257740499947385
GB_GCA_001778355.1,MFGS01000126.1_1,dark_negative,13482,query,False,Firestonebacteria,192,,0.02257571293323173,0.21937579532516238,0.7806242046748376,0.02257571293323173
GB_GCA_001567115.1,LMZT01000003.1_3,dark_negative,27391,query,False,OLB16,184,,0.02257643515391896,0.21937579532516238,0.7806242046748376,0.02257643515391896
GB_GCA_004376575.1,SOJN01000080.1_77,dark_negative,27399,query,False,TA06,178,,0.022574495757153267,0.21940928270042193,0.7805907172995781,0.022574495757153267
GB_GCA_013138765.1,WTCB01000025.1_2,dark_negative,19011,query,False,EX4484-52,112,,0.022574967453698424,0.21940928270042193,0.7805907172995781,0.022574967453698424
RS_GCF_002929705.1,NZ_PJIN01000001.1_557,dark_negative,21444,query,False,Actinobacteriota,196,,0.022573218253827475,0.21950974482620056,0.7804902551737994,0.022573218253827475
GB_GCA_013152825.1,JAADFP010000139.1_13,dark_negative,9553,query,False,CAIJMQ01,37,,0.022573630054458605,0.21950974482620056,0.7804902551737994,0.022573630054458605
GB_GCA_003209055.1,QCTB01000004.1_18,dark_negative,5534,query,False,Cyanobacteria,126,,0.022570351395807563,0.21961020695197908,0.7803897930480209,0.022570351395807563
GB_GCA_018814265.1,JAHIZU010000243.1_2,dark_negative,14834,query,False,Margulisbacteria,60,,0.022570517024970926,0.21961020695197908,0.7803897930480209,0.022570517024970926
GB_GCA_016928495.1,JAFGKQ010000164.1_25,dark_negative,27371,query,False,Fermentibacterota,73,,0.022570813892791586,0.21961020695197908,0.7803897930480209,0.022570813892791586
RS_GCF_000763315.1,NZ_JPST01000021.1_182,dark_negative,19159,query,False,Firmicutes,523,,0.02256994834082282,0.21964369432723863,0.7803563056727614,0.02256994834082282
RS_GCF_005217565.1,NZ_SJCO01000008.1_256,positive,3811,query,True,Bacteroidota,127,,0.02256960556006644,0.21971066907775771,0.7802893309222423,0.02256960556006644
GB_GCA_910586745.1,CAJUJZ010000023.1_11,dark_negative,13405,query,False,Deferribacterota,251,,0.022569674898301507,0.21971066907775771,0.7802893309222423,0.022569674898301507
RS_GCF_001612615.1,NZ_BDAU01000002.1_36,dark_negative,9033,query,False,Actinobacteriota,34,,0.022566917427690035,0.21971066907775771,0.7802893309222423,0.022566917427690035
GB_GCA_013285685.1,JABDHD010000185.1_4,dark_negative,20674,query,False,Bacteroidota,124,,0.022569588988144207,0.21971066907775771,0.7802893309222423,0.022569588988144207
GB_GCA_016212735.1,JACRDZ010000294.1_3,positive,2404,query,True,JACRDZ01,156,,0.022567299727750845,0.21971066907775771,0.7802893309222423,0.022567299727750845
GB_GCA_002869015.1,PKTT01000020.1_32,dark_negative,23458,query,False,Desulfobacterota_C,109,,0.02256563641248057,0.2197776438282767,0.7802223561717233,0.02256563641248057
GB_GCA_007132505.1,SLOM01000120.1_5,positive,1505,query,True,Sumerlaeota,247,,0.022565265993239093,0.21981113120353624,0.7801888687964638,0.022565265993239093
RS_GCF_900582195.1,NZ_UTHA01000087.1_49,dark_negative,14291,query,False,Proteobacteria,106,,0.022565186134444803,0.21981113120353624,0.7801888687964638,0.022565186134444803
RS_GCF_000243455.1,NZ_AGJL01000031.1_19,dark_negative,22357,query,False,Methanobacteriota_A,153,,0.022564141663056692,0.21987810595405533,0.7801218940459447,0.022564141663056692
GB_GCA_003162055.1,PMNA01000010.1_7,dark_negative,12134,query,False,Actinobacteriota,96,,0.02256283910120427,0.2199450807045744,0.7800549192954256,0.02256283910120427
GB_GCA_016931355.1,JAFGEX010000074.1_3,dark_negative,22154,query,False,QNDG01,171,,0.022563287525470765,0.2199450807045744,0.7800549192954256,0.022563287525470765
GB_GCA_012719415.1,JAAYAK010000121.1_6,dark_negative,4282,query,False,Desulfobacterota_G,55,,0.022563060983735304,0.2199450807045744,0.7800549192954256,0.022563060983735304
GB_GCA_001798265.1,MGRR01000049.1_5,positive,735,query,True,Bdellovibrionota_E,102,,0.02256175209121869,0.21997856807983385,0.7800214319201662,0.02256175209121869
GB_GCA_016934125.1,JAFGTL010000347.1_8,dark_negative,15135,query,False,Hydrogenedentota,279,,0.022561457126815277,0.2200120554550934,0.7799879445449066,0.022561457126815277
GB_GCA_902780505.1,CACZFN010000035.1_25,dark_negative,4347,query,False,Firmicutes_A,304,,0.022560785693943975,0.2200120554550934,0.7799879445449066,0.022560785693943975
GB_GCA_016937175.1,JAFGWL010000052.1_2,dark_negative,7758,query,False,Mcinerneyibacteriota,109,,0.022561481931115623,0.2200120554550934,0.7799879445449066,0.022561481931115623
GB_GCA_002482685.1,DLGL01000074.1_44,dark_negative,17854,query,False,Bdellovibrionota,124,,0.02255971704421429,0.22004554283035294,0.7799544571696471,0.02255971704421429
RS_GCF_000318095.2,NZ_KB290718.1_43,dark_negative,30257,query,False,Bacteroidota,304,,0.022559923571376882,0.22004554283035294,0.7799544571696471,0.022559923571376882
RS_GCF_018131225.1,NZ_JAFCMM010000005.1_643,dark_negative,15147,query,False,Proteobacteria,82,,0.022560079495034933,0.22004554283035294,0.7799544571696471,0.022560079495034933
GB_GCA_011525785.1,WYBT01000021.1_102,dark_negative,20791,query,False,Planctomycetota,406,,0.022560035472225404,0.22004554283035294,0.7799544571696471,0.022560035472225404
RS_GCF_002993335.1,NZ_PVNS01000005.1_182,dark_negative,5408,query,False,Firmicutes,279,,0.022558358132061373,0.22004554283035294,0.7799544571696471,0.022558358132061373
RS_GCF_000763315.1,NZ_JPST01000047.1_22,dark_negative,25865,query,False,Firmicutes,70,,0.022558627002535858,0.22004554283035294,0.7799544571696471,0.022558627002535858
GB_GCA_016192455.1,JACPUC010000007.1_71,dark_negative,18955,query,False,JACPUC01,36,,0.022557273539836255,0.22007903020561248,0.7799209697943875,0.022557273539836255
GB_GCA_016278715.1,JADQBH010000200.1_9,positive,2435,query,True,Bacteroidota,36,,0.02255740007940954,0.22007903020561248,0.7799209697943875,0.02255740007940954
GB_GCA_018304445.1,JAGVWD010000056.1_7,dark_negative,8267,query,False,Iainarchaeota,94,,0.02255699919207359,0.22007903020561248,0.7799209697943875,0.02255699919207359
GB_GCA_905213875.1,CAJMJN010000019.1_2,dark_negative,10463,query,False,Firmicutes_A,86,,0.0225565912211253,0.22011251758087202,0.779887482419128,0.0225565912211253
GB_GCA_902795555.1,CADBLV010000248.1_9,dark_negative,32724,query,False,Firmicutes_A,213,,0.022554840455080428,0.22014600495613157,0.7798539950438684,0.022554840455080428
GB_GCA_902780505.1,CACZFN010000010.1_91,dark_negative,28665,query,False,Firmicutes_A,349,,0.02255517389624877,0.22014600495613157,0.7798539950438684,0.02255517389624877
GB_GCA_014523495.1,JAATVM010000174.1_5,positive,207,query,True,Thermoproteota,132,,0.02255482630605037,0.22014600495613157,0.7798539950438684,0.02255482630605037
GB_GCA_018812485.1,JAHJDO010000115.1_26,dark_negative,28451,query,False,JAHJDO01,62,,0.022556195416615864,0.22014600495613157,0.7798539950438684,0.022556195416615864
GB_GCA_003697105.1,RFFQ01000075.1_9,dark_negative,5230,query,False,4572-55,71,,0.02255551893332648,0.22014600495613157,0.7798539950438684,0.02255551893332648
GB_GCA_002403115.1,DHHE01000066.1_11,dark_negative,24741,query,False,Edwardsbacteria,138,,0.022553956826839184,0.22021297970665055,0.7797870202933495,0.022553956826839184
RS_GCF_014656295.1,NZ_BNCD01000003.1_48,dark_negative,32199,query,False,Actinobacteriota,414,,0.02255314134538635,0.2202464670819101,0.7797535329180899,0.02255314134538635
GB_GCA_900751785.1,CAADSM010000097.1_24,dark_negative,22447,query,False,Firmicutes_A,83,,0.022553426644468112,0.2202464670819101,0.7797535329180899,0.022553426644468112
GB_GCA_009779835.1,WRBD01000035.1_10,dark_negative,8608,query,False,Firmicutes_A,505,,0.022553595864759402,0.2202464670819101,0.7797535329180899,0.022553595864759402
RS_GCF_003258705.1,NZ_CP029480.1_502,dark_negative,24567,query,False,Bacteroidota,211,,0.02255248695329688,0.2202464670819101,0.7797535329180899,0.02255248695329688
GB_GCA_003162055.1,PMNA01000026.1_37,dark_negative,27027,query,False,Actinobacteriota,153,,0.022552850743854536,0.2202464670819101,0.7797535329180899,0.022552850743854536
GB_GCA_018335295.1,JAGXKI010000009.1_2,dark_negative,7316,query,False,Acidobacteriota,314,,0.022552417565644144,0.2202464670819101,0.7797535329180899,0.022552417565644144
GB_GCA_013002995.1,JABDLO010000250.1_9,dark_negative,24512,query,False,Bacteroidota,81,,0.02255113713531389,0.22027995445716964,0.7797200455428304,0.02255113713531389
RS_GCF_016786325.1,NZ_JADWYU010000102.1_14,positive,3942,query,True,Actinobacteriota,273,,0.022551975769253364,0.22027995445716964,0.7797200455428304,0.022551975769253364
GB_GCA_011048995.1,DSCS01000044.1_4,dark_negative,5897,query,False,Mcinerneyibacteriota,86,,0.022550289559790104,0.22034692920768872,0.7796530707923113,0.022550289559790104
RS_GCF_900079095.1,NZ_FKIP01001295.1_2,dark_negative,8335,query,False,Tectomicrobia,191,,0.02254683135781954,0.2204808787087268,0.7795191212912732,0.02254683135781954
RS_GCF_014656295.1,NZ_BNCD01000047.1_7,dark_negative,27603,query,False,Actinobacteriota,659,,0.022548416562844165,0.2204808787087268,0.7795191212912732,0.022548416562844165
GB_GCA_002878375.1,NIRF01000002.1_80,dark_negative,11539,query,False,Dictyoglomota,170,,0.022547600646971366,0.2204808787087268,0.7795191212912732,0.022547600646971366
RS_GCF_001427125.1,NZ_LMGK01000025.1_364,dark_negative,25787,query,False,Proteobacteria,193,,0.022547259449127298,0.2204808787087268,0.7795191212912732,0.022547259449127298
GB_GCA_011047215.1,DSNQ01000059.1_8,dark_negative,14216,query,False,DRYD01,477,,0.022547543955528805,0.2204808787087268,0.7795191212912732,0.022547543955528805
GB_GCA_002069765.1,MWBZ01000017.1_7,dark_negative,27964,query,False,Wallbacteria,734,,0.022547559646583882,0.2204808787087268,0.7795191212912732,0.022547559646583882
GB_GCA_013139905.1,WSZW01000008.1_26,dark_negative,11442,query,False,EX4484-52,39,,0.022542988728943492,0.22068180296028395,0.779318197039716,0.022542988728943492
GB_GCA_011040895.1,DREG01000179.1_3,dark_negative,21696,query,False,JdFR-76,177,,0.022542550685296002,0.22068180296028395,0.779318197039716,0.022542550685296002
GB_GCA_016220005.1,JACRIV010000131.1_1,dark_negative,24268,query,False,Desulfobacterota_E,370,,0.02254340711356464,0.22068180296028395,0.779318197039716,0.02254340711356464
GB_GCA_013285685.1,JABDHD010000075.1_3,dark_negative,13472,query,False,Bacteroidota,77,,0.02254280087159688,0.22068180296028395,0.779318197039716,0.02254280087159688
RS_GCF_001561955.1,NZ_CP014223.1_2852,dark_negative,25763,query,False,Firmicutes_A,54,,0.022542251020725733,0.22068180296028395,0.779318197039716,0.022542251020725733
RS_GCF_000021645.1,NC_011661.1_313,dark_negative,32638,query,False,Dictyoglomota,185,,0.022541881048168434,0.2207152903355435,0.7792847096644565,0.022541881048168434
GB_GCA_002791805.1,PFND01000036.1_7,dark_negative,25046,query,False,Proteobacteria,223,,0.02254193083968996,0.2207152903355435,0.7792847096644565,0.02254193083968996
GB_GCA_012517325.1,JAAYVF010000076.1_5,dark_negative,18329,query,False,FEN-1099,190,,0.022539478328103456,0.2208827272118411,0.7791172727881589,0.022539478328103456
GB_GCA_018821925.1,JAHJLF010000008.1_1,positive,323,query,True,Edwardsbacteria,85,,0.022538805156350473,0.22091621458710065,0.7790837854128994,0.022538805156350473
GB_GCA_018894595.1,JAHIPN010000165.1_1,dark_negative,18427,query,False,Atribacterota,158,,0.022537290443257075,0.2209497019623602,0.7790502980376398,0.022537290443257075
GB_GCA_016933315.1,JAFGBE010000163.1_5,positive,2641,query,True,UBA6266,214,,0.022537516531670354,0.2209497019623602,0.7790502980376398,0.022537516531670354
GB_GCA_014728785.1,WJKZ01000123.1_1,dark_negative,31246,query,False,Omnitrophota,58,,0.02253499591854675,0.2209497019623602,0.7790502980376398,0.02253499591854675
GB_GCA_002714785.1,PAYP01000104.1_90,dark_negative,29586,query,False,Poribacteria,270,,0.022537965682962756,0.2209497019623602,0.7790502980376398,0.022537965682962756
GB_GCA_014360465.1,JACIXQ010000017.1_21,dark_negative,29100,query,False,JACIXR01,214,,0.022538606380725423,0.2209497019623602,0.7790502980376398,0.022538606380725423
GB_GCA_003564155.1,PWOA01000087.1_23,dark_negative,15974,query,False,Cloacimonadota,264,,0.022538000868575825,0.2209497019623602,0.7790502980376398,0.022538000868575825
GB_GCA_016278715.1,JADQBH010000129.1_15,positive,2442,query,True,Bacteroidota,86,,0.022535635481103,0.2209497019623602,0.7790502980376398,0.022535635481103
GB_GCA_011331325.1,DSSB01000357.1_4,dark_negative,31981,query,False,UBA10199,94,,0.022535586073759828,0.2209497019623602,0.7790502980376398,0.022535586073759828
RS_GCF_900290275.1,NZ_LT985323.1_1136,dark_negative,29162,query,False,Bacteroidota,142,,0.022536314974370787,0.2209497019623602,0.7790502980376398,0.022536314974370787
RS_GCF_001647085.1,NZ_CP015520.1_1434,dark_negative,31441,query,False,Methanobacteriota_B,183,,0.022537674441286692,0.2209497019623602,0.7790502980376398,0.022537674441286692
RS_GCF_000209815.1,NC_021031.1_1997,dark_negative,7171,query,False,Firmicutes_A,179,,0.022533858576402756,0.22101667671287928,0.7789833232871207,0.022533858576402756
GB_GCA_017450185.1,JAFSWN010000140.1_10,dark_negative,27653,query,False,Firmicutes_A,118,,0.022533683063544106,0.22101667671287928,0.7789833232871207,0.022533683063544106
GB_GCA_002686955.1,NYZA01000022.1_2,positive,932,query,True,Gemmatimonadota_A,93,,0.022532964787720933,0.22108365146339826,0.7789163485366017,0.022532964787720933
GB_GCA_011040895.1,DREG01000028.1_4,dark_negative,5546,query,False,JdFR-76,317,,0.022531456378425286,0.2211171388386578,0.7788828611613422,0.022531456378425286
